order_id,order_date,customer_id,product_id,warehouse_id,quantity_ordered,order_value,promised_delivery_date,actual_delivery_date,order_status
ORD009530,2024-09-28,CUST00723,PROD093,WH001,3,1185.39,2024-10-05,2024-10-03,Delivered
ORD009531,2025-10-23,CUST01661,PROD087,WH008,1,264.8,2025-10-25,2025-10-23,Delivered
ORD009532,2024-03-19,CUST01250,PROD083,WH002,2,112.3,2024-03-23,2024-03-21,Delivered
ORD009533,2025-01-24,CUST00458,PROD086,WH004,2,482.02,2025-01-31,2025-01-31,Delivered
ORD009534,2024-02-29,CUST00310,PROD040,WH008,1,426.18,2024-03-07,2024-03-06,Delivered
ORD009535,2024-12-10,CUST01438,PROD076,WH007,2,835.38,2024-12-17,2024-12-17,Delivered
ORD009536,2024-04-03,CUST00706,PROD082,WH010,4,773.28,2024-04-07,2024-04-05,Delivered
ORD009537,2025-12-04,CUST00472,PROD081,WH004,20,1876.4,2025-12-11,,Cancelled
ORD009538,2025-06-01,CUST01893,PROD012,WH007,3,391.05,2025-06-05,2025-06-05,Delivered
ORD009539,2025-11-30,CUST00380,PROD088,WH001,2,331.96,2025-12-06,2025-12-13,Delayed
ORD009540,2025-07-14,CUST00658,PROD098,WH009,2,187.88,2025-07-21,2025-07-21,Delivered
ORD009541,2025-12-13,CUST01356,PROD053,WH007,1,266.63,2025-12-20,2025-12-20,Delivered
ORD009542,2024-07-16,CUST00720,PROD074,WH009,10,1994.1,2024-07-18,2024-07-18,Delivered
ORD009543,2024-03-26,CUST01907,PROD067,WH004,1,230.85,2024-04-02,2024-04-01,Delivered
ORD009544,2024-07-23,CUST00512,PROD073,WH004,1,364.77,2024-07-27,2024-07-26,Delivered
ORD009545,2024-11-25,CUST01911,PROD068,WH001,5,1409.4,2024-11-30,2024-11-28,Delivered
ORD009546,2025-06-18,CUST01883,PROD057,WH010,2,729.56,2025-06-23,2025-06-21,Delivered
ORD009547,2024-09-11,CUST01848,PROD063,WH003,4,477.2,2024-09-15,2024-09-14,Delivered
ORD009548,2025-12-19,CUST00794,PROD013,WH007,3,238.62,2025-12-23,2025-12-22,Delivered
ORD009549,2024-05-27,CUST00595,PROD069,WH008,2,647.52,2024-05-29,2024-05-27,Delivered
ORD009550,2024-09-04,CUST01024,PROD080,WH007,1,215.85,2024-09-06,2024-09-05,Delivered
ORD009551,2024-11-04,CUST00801,PROD078,WH004,20,7688.4,2024-11-07,2024-11-07,Delivered
ORD009552,2025-06-24,CUST00990,PROD094,WH005,5,2067.35,2025-06-27,2025-06-25,Delivered
ORD009553,2024-01-25,CUST01738,PROD093,WH003,2,790.26,2024-01-31,2024-01-29,Delivered
ORD009554,2024-12-09,CUST01454,PROD054,WH003,1,26.67,2024-12-11,2024-12-09,Delivered
ORD009555,2025-08-26,CUST00543,PROD072,WH005,2,256.02,2025-08-28,2025-08-27,Delivered
ORD009556,2025-06-22,CUST00977,PROD049,WH003,10,2044.8,2025-06-25,2025-06-24,Delivered
ORD009557,2024-07-29,CUST01068,PROD014,WH003,3,152.64,2024-08-01,2024-07-31,Delivered
ORD009558,2024-04-08,CUST00806,PROD086,WH009,2,482.02,2024-04-11,2024-04-10,Delivered
ORD009559,2025-02-16,CUST01634,PROD035,WH001,20,2132.6,2025-02-19,2025-02-24,Delayed
ORD009560,2024-04-16,CUST01885,PROD057,WH005,1,364.78,2024-04-22,2024-04-27,Delayed
ORD009561,2025-04-23,CUST00622,PROD044,WH003,1,11.63,2025-04-28,2025-04-28,Delivered
ORD009562,2025-02-14,CUST01926,PROD052,WH009,2,192.22,2025-02-20,2025-02-19,Delivered
ORD009563,2024-04-27,CUST00977,PROD076,WH003,2,835.38,2024-05-02,2024-05-02,Delivered
ORD009564,2025-01-14,CUST00761,PROD060,WH002,1,176.02,2025-01-16,2025-01-16,Delivered
ORD009565,2025-12-05,CUST00672,PROD019,WH009,20,2524.8,2025-12-12,2025-12-11,Delivered
ORD009566,2024-09-23,CUST01283,PROD059,WH001,4,491.04,2024-09-30,2024-09-28,Delivered
ORD009567,2024-11-30,CUST01650,PROD081,WH001,3,281.46,2024-12-02,2024-12-01,Delivered
ORD009568,2025-03-26,CUST01079,PROD088,WH006,15,2489.7,2025-03-30,2025-03-28,Delivered
ORD009569,2024-02-14,CUST01096,PROD054,WH007,1,26.67,2024-02-19,2024-02-18,Delivered
ORD009570,2025-04-15,CUST01118,PROD039,WH002,1,394.21,2025-04-21,2025-04-21,Delivered
ORD009571,2025-11-13,CUST00893,PROD016,WH003,10,128.6,2025-11-16,2025-11-15,Delivered
ORD009572,2024-02-17,CUST00718,PROD069,WH004,20,6475.2,2024-02-22,2024-02-22,Delivered
ORD009573,2025-09-13,CUST01879,PROD070,WH003,1,120.25,2025-09-17,2025-09-15,Delivered
ORD009574,2024-05-10,CUST01692,PROD047,WH003,5,1837.4,2024-05-14,2024-05-13,Delivered
ORD009575,2025-07-08,CUST01359,PROD016,WH007,2,25.72,2025-07-14,2025-07-14,Delivered
ORD009576,2024-07-12,CUST00998,PROD032,WH005,5,1690.15,2024-07-16,2024-07-16,Delivered
ORD009577,2025-03-10,CUST00219,PROD046,WH005,4,215.96,2025-03-17,2025-03-16,Delivered
ORD009578,2024-09-25,CUST00224,PROD014,WH010,2,101.76,2024-09-27,2024-09-25,Delivered
ORD009579,2024-02-03,CUST01771,PROD013,WH005,1,79.54,2024-02-10,2024-02-18,Delayed
ORD009580,2024-08-15,CUST00347,PROD083,WH002,15,842.25,2024-08-21,2024-08-19,Delivered
ORD009581,2025-08-13,CUST01065,PROD084,WH004,2,17.5,2025-08-19,2025-08-18,Delivered
ORD009582,2024-09-13,CUST01381,PROD072,WH001,4,512.04,2024-09-17,,Cancelled
ORD009583,2024-04-11,CUST00278,PROD059,WH008,2,245.52,2024-04-14,2024-04-14,Delivered
ORD009584,2025-03-29,CUST00789,PROD090,WH002,3,892.02,2025-04-03,2025-04-02,Delivered
ORD009585,2025-10-24,CUST00010,PROD044,WH004,3,34.89,2025-10-30,2025-10-28,Delivered
ORD009586,2025-08-27,CUST00556,PROD088,WH008,3,497.94,2025-08-29,2025-08-28,Delivered
ORD009587,2025-05-14,CUST00005,PROD033,WH001,1,207.68,2025-05-20,2025-05-18,Delivered
ORD009588,2025-11-03,CUST01503,PROD004,WH009,3,594.21,2025-11-06,2025-11-04,Delivered
ORD009589,2024-06-12,CUST00536,PROD073,WH001,4,1459.08,2024-06-15,2024-06-14,Delivered
ORD009590,2024-04-09,CUST01139,PROD080,WH007,2,431.7,2024-04-15,2024-04-14,Delivered
ORD009591,2024-10-29,CUST00952,PROD020,WH010,4,1595.0,2024-10-31,2024-11-04,Delayed
ORD009592,2025-03-06,CUST01311,PROD042,WH003,4,402.96,2025-03-10,2025-03-09,Delivered
ORD009593,2024-11-22,CUST00030,PROD058,WH003,4,1339.4,2024-11-28,2024-11-26,Delivered
ORD009594,2024-06-21,CUST00860,PROD071,WH007,2,964.86,2024-06-24,2024-06-23,Delivered
ORD009595,2024-07-01,CUST00017,PROD006,WH001,20,9878.0,2024-07-06,2024-07-04,Delivered
ORD009596,2025-01-08,CUST01780,PROD070,WH001,15,1803.75,2025-01-14,2025-01-12,Delivered
ORD009597,2024-05-03,CUST00028,PROD099,WH009,5,1156.85,2024-05-09,2024-05-07,Delivered
ORD009598,2024-01-08,CUST00681,PROD032,WH001,1,338.03,2024-01-15,2024-01-16,Delayed
ORD009599,2024-07-18,CUST01991,PROD069,WH003,2,647.52,2024-07-23,2024-07-21,Delivered
ORD009600,2025-02-10,CUST00329,PROD095,WH008,2,690.06,2025-02-16,2025-02-14,Delivered
ORD009601,2025-11-02,CUST00021,PROD020,WH001,1,398.75,2025-11-09,2025-11-09,Delivered
ORD009602,2025-04-10,CUST01843,PROD008,WH009,1,38.32,2025-04-12,2025-04-12,Delivered
ORD009603,2025-03-10,CUST00420,PROD095,WH003,1,345.03,2025-03-16,2025-03-16,Delivered
ORD009604,2025-08-27,CUST00232,PROD049,WH007,4,817.92,2025-09-01,2025-09-04,Delayed
ORD009605,2025-01-10,CUST00139,PROD009,WH006,5,125.35,2025-01-14,2025-01-12,Delivered
ORD009606,2025-08-15,CUST01718,PROD008,WH008,1,38.32,2025-08-21,2025-08-21,Delivered
ORD009607,2025-11-26,CUST01359,PROD059,WH003,5,613.8,2025-11-29,2025-11-27,Delivered
ORD009608,2024-06-19,CUST01357,PROD077,WH005,1,139.29,2024-06-26,2024-06-26,Delivered
ORD009609,2025-07-26,CUST01575,PROD028,WH006,20,4407.8,2025-07-31,2025-07-29,Delivered
ORD009610,2024-08-31,CUST01807,PROD075,WH003,3,175.41,2024-09-04,2024-09-02,Delivered
ORD009611,2025-02-03,CUST01680,PROD072,WH010,1,128.01,2025-02-06,2025-02-04,Delivered
ORD009612,2025-07-07,CUST00664,PROD083,WH005,2,112.3,2025-07-12,2025-07-10,Delivered
ORD009613,2024-12-25,CUST00289,PROD012,WH001,2,260.7,2024-12-31,2024-12-29,Delivered
ORD009614,2024-08-23,CUST01033,PROD047,WH006,1,367.48,2024-08-26,2024-08-24,Delivered
ORD009615,2024-12-22,CUST00453,PROD020,WH009,1,398.75,2024-12-27,2024-12-25,Delivered
ORD009616,2024-09-25,CUST01057,PROD084,WH004,10,87.5,2024-09-30,2024-09-28,Delivered
ORD009617,2025-09-15,CUST01229,PROD056,WH002,3,208.38,2025-09-17,2025-09-15,Delivered
ORD009618,2024-01-28,CUST00749,PROD042,WH009,4,402.96,2024-02-01,2024-01-31,Delivered
ORD009619,2024-07-31,CUST00177,PROD090,WH003,10,2973.4,2024-08-02,2024-08-09,Delayed
ORD009620,2024-10-05,CUST01553,PROD075,WH010,1,58.47,2024-10-12,2024-10-10,Delivered
ORD009621,2024-02-28,CUST00878,PROD079,WH005,1,442.65,2024-03-06,2024-03-06,Delivered
ORD009622,2025-04-24,CUST00087,PROD042,WH003,2,201.48,2025-04-30,2025-04-28,Delivered
ORD009623,2024-07-10,CUST01398,PROD077,WH009,10,1392.9,2024-07-15,2024-07-13,Delivered
ORD009624,2025-12-07,CUST01889,PROD036,WH006,10,4696.8,2025-12-09,2025-12-08,Delivered
ORD009625,2025-07-08,CUST01963,PROD010,WH009,1,151.12,2025-07-10,2025-07-08,Delivered
ORD009626,2024-05-03,CUST00573,PROD081,WH003,4,375.28,2024-05-08,2024-05-06,Delivered
ORD009627,2024-12-11,CUST00991,PROD039,WH009,2,788.42,2024-12-17,2024-12-15,Delivered
ORD009628,2024-10-03,CUST01181,PROD033,WH001,5,1038.4,2024-10-09,2024-10-09,Delivered
ORD009629,2024-06-27,CUST00710,PROD024,WH009,10,3777.2,2024-07-02,2024-07-09,Delayed
ORD009630,2025-07-07,CUST01697,PROD064,WH003,3,81.45,2025-07-09,2025-07-09,Delivered
ORD009631,2024-02-27,CUST00936,PROD082,WH001,10,1933.2,2024-03-04,2024-03-03,Delivered
ORD009632,2024-01-22,CUST01770,PROD073,WH008,2,729.54,2024-01-24,2024-01-23,Delivered
ORD009633,2024-08-03,CUST00659,PROD086,WH006,1,241.01,2024-08-10,2024-08-09,Delivered
ORD009634,2025-12-03,CUST00677,PROD085,WH010,15,3989.25,2025-12-06,2025-12-06,Delivered
ORD009635,2024-12-18,CUST00864,PROD098,WH006,3,281.82,2024-12-25,2024-12-23,Delivered
ORD009636,2025-05-27,CUST00550,PROD090,WH009,3,892.02,2025-05-29,,Cancelled
ORD009637,2025-03-10,CUST00213,PROD094,WH001,4,1653.88,2025-03-16,2025-03-16,Delivered
ORD009638,2024-12-13,CUST00262,PROD084,WH009,1,8.75,2024-12-20,2024-12-20,Delivered
ORD009639,2024-08-04,CUST00384,PROD020,WH005,4,1595.0,2024-08-09,2024-08-07,Delivered
ORD009640,2024-10-27,CUST01390,PROD083,WH005,4,224.6,2024-11-02,2024-11-01,Delivered
ORD009641,2024-02-08,CUST01172,PROD018,WH006,10,2560.9,2024-02-10,2024-02-10,Delivered
ORD009642,2025-12-10,CUST00632,PROD051,WH008,1,194.79,2025-12-12,2025-12-12,Delivered
ORD009643,2025-12-12,CUST01273,PROD100,WH007,4,2030.4,2025-12-16,2025-12-16,Delivered
ORD009644,2025-01-03,CUST01716,PROD089,WH008,15,5064.6,2025-01-08,2025-01-08,Delivered
ORD009645,2024-10-21,CUST00939,PROD062,WH008,2,110.84,2024-10-27,2024-10-26,Delivered
ORD009646,2025-01-30,CUST00683,PROD007,WH009,1,322.03,2025-02-02,2025-02-02,Delivered
ORD009647,2025-03-26,CUST00061,PROD086,WH009,3,723.03,2025-03-29,2025-03-27,Delivered
ORD009648,2025-09-24,CUST01467,PROD087,WH001,2,529.6,2025-09-26,2025-09-26,Delivered
ORD009649,2025-12-08,CUST00943,PROD032,WH005,1,338.03,2025-12-13,2025-12-11,Delivered
ORD009650,2024-11-10,CUST00030,PROD099,WH002,1,231.37,2024-11-17,2024-11-15,Delivered
ORD009651,2024-09-27,CUST00399,PROD006,WH003,1,493.9,2024-09-30,2024-09-30,Delivered
ORD009652,2024-01-16,CUST01794,PROD100,WH010,4,2030.4,2024-01-20,2024-01-19,Delivered
ORD009653,2024-12-18,CUST01138,PROD032,WH004,2,676.06,2024-12-23,2024-12-22,Delivered
ORD009654,2025-10-30,CUST00705,PROD065,WH008,4,865.76,2025-11-02,2025-11-01,Delivered
ORD009655,2025-04-05,CUST00285,PROD094,WH006,5,2067.35,2025-04-09,2025-04-15,Delayed
ORD009656,2024-12-05,CUST01927,PROD053,WH009,1,266.63,2024-12-11,2024-12-10,Delivered
ORD009657,2025-01-28,CUST01959,PROD047,WH001,2,734.96,2025-02-03,2025-02-01,Delivered
ORD009658,2025-03-12,CUST01076,PROD035,WH009,1,106.63,2025-03-17,2025-03-16,Delivered
ORD009659,2024-06-20,CUST00969,PROD052,WH005,4,384.44,2024-06-27,2024-06-25,Delivered
ORD009660,2024-04-24,CUST00360,PROD006,WH001,4,1975.6,2024-04-27,2024-04-28,Delayed
ORD009661,2024-12-17,CUST00543,PROD034,WH007,15,1211.85,2024-12-21,2024-12-19,Delivered
ORD009662,2024-12-14,CUST01274,PROD031,WH005,1,142.15,2024-12-17,2024-12-16,Delivered
ORD009663,2025-06-05,CUST01302,PROD018,WH010,1,256.09,2025-06-09,2025-06-08,Delivered
ORD009664,2025-10-03,CUST00013,PROD037,WH005,4,1331.36,2025-10-09,2025-10-08,Delivered
ORD009665,2024-10-20,CUST00073,PROD089,WH005,4,1350.56,2024-10-22,2024-10-21,Delivered
ORD009666,2024-12-02,CUST01568,PROD096,WH007,20,5028.0,2024-12-09,2024-12-13,Delayed
ORD009667,2024-07-19,CUST01863,PROD006,WH007,2,987.8,2024-07-24,2024-07-22,Delivered
ORD009668,2024-12-08,CUST00214,PROD014,WH002,5,254.4,2024-12-15,2024-12-13,Delivered
ORD009669,2025-08-27,CUST01096,PROD083,WH002,2,112.3,2025-09-01,2025-09-01,Delivered
ORD009670,2025-10-22,CUST00668,PROD047,WH010,1,367.48,2025-10-27,2025-10-26,Delivered
ORD009671,2025-07-31,CUST01075,PROD021,WH003,1,112.78,2025-08-04,2025-08-02,Delivered
ORD009672,2024-04-15,CUST00311,PROD025,WH004,2,132.24,2024-04-22,2024-04-20,Delivered
ORD009673,2024-10-22,CUST01735,PROD079,WH010,1,442.65,2024-10-24,2024-10-23,Delivered
ORD009674,2025-04-18,CUST00012,PROD012,WH002,5,651.75,2025-04-25,2025-04-23,Delivered
ORD009675,2024-04-20,CUST01428,PROD089,WH007,1,337.64,2024-04-27,2024-04-26,Delivered
ORD009676,2025-04-16,CUST01700,PROD025,WH007,2,132.24,2025-04-20,2025-04-20,Delivered
ORD009677,2024-09-27,CUST01237,PROD080,WH001,5,1079.25,2024-10-03,2024-10-09,Delayed
ORD009678,2024-06-07,CUST01402,PROD013,WH005,1,79.54,2024-06-12,2024-06-16,Delayed
ORD009679,2025-03-01,CUST00964,PROD099,WH005,15,3470.55,2025-03-07,,Cancelled
ORD009680,2024-09-15,CUST00800,PROD027,WH005,1,333.32,2024-09-21,2024-09-20,Delivered
ORD009681,2025-12-14,CUST01465,PROD069,WH010,4,1295.04,2025-12-20,2025-12-20,Delivered
ORD009682,2025-06-01,CUST01511,PROD011,WH007,1,330.56,2025-06-06,2025-06-04,Delivered
ORD009683,2024-04-02,CUST00785,PROD068,WH008,1,281.88,2024-04-09,2024-04-08,Delivered
ORD009684,2024-11-10,CUST00115,PROD041,WH009,2,224.62,2024-11-17,2024-11-15,Delivered
ORD009685,2025-07-06,CUST00849,PROD025,WH002,1,66.12,2025-07-10,2025-07-08,Delivered
ORD009686,2025-10-11,CUST01715,PROD021,WH002,1,112.78,2025-10-15,2025-10-23,Delayed
ORD009687,2025-07-31,CUST00397,PROD005,WH001,5,2409.0,2025-08-07,2025-08-13,Delayed
ORD009688,2025-11-10,CUST00759,PROD018,WH007,1,256.09,2025-11-12,2025-11-12,Delivered
ORD009689,2024-11-22,CUST00287,PROD063,WH005,2,238.6,2024-11-29,2024-11-29,Delivered
ORD009690,2025-10-05,CUST01273,PROD097,WH005,1,102.3,2025-10-11,2025-10-10,Delivered
ORD009691,2025-01-11,CUST01174,PROD098,WH008,2,187.88,2025-01-17,2025-01-16,Delivered
ORD009692,2024-11-24,CUST00852,PROD073,WH002,2,729.54,2024-11-28,2024-12-01,Delayed
ORD009693,2025-06-12,CUST01062,PROD030,WH001,3,70.65,2025-06-14,2025-06-13,Delivered
ORD009694,2024-09-04,CUST01424,PROD027,WH002,2,666.64,2024-09-09,2024-09-07,Delivered
ORD009695,2025-12-07,CUST00224,PROD045,WH010,1,156.72,2025-12-10,2025-12-09,Delivered
ORD009696,2024-06-24,CUST01194,PROD031,WH005,20,2843.0,2024-07-01,2024-06-30,Delivered
ORD009697,2024-06-25,CUST01058,PROD023,WH006,10,3409.8,2024-06-28,2024-06-26,Delivered
ORD009698,2024-02-27,CUST00654,PROD024,WH005,1,377.72,2024-03-05,2024-03-04,Delivered
ORD009699,2025-05-26,CUST01661,PROD014,WH007,1,50.88,2025-05-28,2025-05-28,Delivered
ORD009700,2025-12-17,CUST00211,PROD035,WH004,1,106.63,2025-12-22,2025-12-21,Delivered
ORD009701,2024-10-16,CUST00412,PROD017,WH009,15,5191.8,2024-10-22,2024-10-29,Delayed
ORD009702,2024-05-17,CUST00421,PROD090,WH001,20,5946.8,2024-05-22,2024-05-22,Delivered
ORD009703,2024-04-12,CUST01075,PROD033,WH001,1,207.68,2024-04-17,2024-04-17,Delivered
ORD009704,2024-03-17,CUST01748,PROD049,WH001,3,613.44,2024-03-19,2024-03-17,Delivered
ORD009705,2025-05-11,CUST00426,PROD030,WH005,2,47.1,2025-05-16,2025-05-21,Delayed
ORD009706,2024-07-31,CUST00372,PROD088,WH007,3,497.94,2024-08-04,2024-08-04,Delivered
ORD009707,2025-10-27,CUST01484,PROD049,WH004,2,408.96,2025-11-03,2025-11-03,Delivered
ORD009708,2025-01-10,CUST00827,PROD036,WH002,15,7045.2,2025-01-15,2025-01-13,Delivered
ORD009709,2025-10-15,CUST01931,PROD076,WH009,2,835.38,2025-10-18,2025-10-16,Delivered
ORD009710,2025-05-22,CUST00194,PROD022,WH006,1,126.57,2025-05-24,2025-05-24,Delivered
ORD009711,2025-01-03,CUST01389,PROD093,WH002,10,3951.3,2025-01-10,2025-01-09,Delivered
ORD009712,2025-10-17,CUST01750,PROD030,WH006,1,23.55,2025-10-24,,Cancelled
ORD009713,2024-04-07,CUST00781,PROD017,WH004,3,1038.36,2024-04-12,2024-04-10,Delivered
ORD009714,2025-06-03,CUST01525,PROD006,WH005,20,9878.0,2025-06-07,2025-06-05,Delivered
ORD009715,2025-11-05,CUST00796,PROD069,WH006,2,647.52,2025-11-09,2025-11-09,Delivered
ORD009716,2024-02-22,CUST00504,PROD097,WH003,2,204.6,2024-02-29,2024-02-27,Delivered
ORD009717,2024-12-07,CUST01797,PROD084,WH008,5,43.75,2024-12-11,2024-12-11,Delivered
ORD009718,2024-06-21,CUST01911,PROD005,WH006,4,1927.2,2024-06-25,2024-06-23,Delivered
ORD009719,2025-01-03,CUST01969,PROD006,WH007,10,4939.0,2025-01-06,2025-01-08,Delayed
ORD009720,2024-04-28,CUST00546,PROD079,WH001,5,2213.25,2024-05-01,2024-05-01,Delivered
ORD009721,2025-01-09,CUST00970,PROD068,WH010,1,281.88,2025-01-16,2025-01-16,Delivered
ORD009722,2025-01-07,CUST00106,PROD022,WH004,4,506.28,2025-01-14,2025-01-13,Delivered
ORD009723,2025-06-02,CUST01152,PROD005,WH006,1,481.8,2025-06-07,2025-06-14,Delayed
ORD009724,2025-11-11,CUST01946,PROD029,WH006,4,60.76,2025-11-14,2025-11-13,Delivered
ORD009725,2025-01-01,CUST01209,PROD031,WH009,2,284.3,2025-01-06,2025-01-05,Delivered
ORD009726,2025-07-22,CUST00534,PROD068,WH003,2,563.76,2025-07-24,2025-07-22,Delivered
ORD009727,2024-08-02,CUST01086,PROD073,WH008,1,364.77,2024-08-08,2024-08-07,Delivered
ORD009728,2025-02-02,CUST01791,PROD072,WH001,20,2560.2,2025-02-08,2025-02-08,Delivered
ORD009729,2024-12-19,CUST01965,PROD047,WH008,3,1102.44,2024-12-26,2024-12-24,Delivered
ORD009730,2024-08-01,CUST01278,PROD068,WH001,15,4228.2,2024-08-04,2024-08-03,Delivered
ORD009731,2024-05-08,CUST01184,PROD081,WH007,15,1407.3,2024-05-13,2024-05-13,Delivered
ORD009732,2025-11-20,CUST00516,PROD002,WH005,5,642.75,2025-11-24,,Cancelled
ORD009733,2025-04-11,CUST01654,PROD004,WH002,2,396.14,2025-04-15,2025-04-14,Delivered
ORD009734,2024-11-18,CUST01718,PROD043,WH007,5,2123.65,2024-11-20,2024-11-18,Delivered
ORD009735,2025-02-05,CUST01568,PROD042,WH009,3,302.22,2025-02-09,2025-02-07,Delivered
ORD009736,2025-09-18,CUST00815,PROD096,WH001,2,502.8,2025-09-25,2025-09-23,Delivered
ORD009737,2024-11-26,CUST01773,PROD051,WH010,1,194.79,2024-12-02,2024-12-01,Delivered
ORD009738,2024-05-16,CUST00373,PROD026,WH003,4,1365.16,2024-05-19,2024-05-18,Delivered
ORD009739,2024-02-13,CUST00818,PROD031,WH001,4,568.6,2024-02-17,2024-02-18,Delayed
ORD009740,2024-09-01,CUST01777,PROD009,WH010,1,25.07,2024-09-08,2024-09-08,Delivered
ORD009741,2024-02-08,CUST01514,PROD073,WH008,1,364.77,2024-02-13,2024-02-13,Delivered
ORD009742,2024-09-09,CUST01212,PROD098,WH004,5,469.7,2024-09-14,2024-09-20,Delayed
ORD009743,2024-03-21,CUST00302,PROD012,WH005,3,391.05,2024-03-28,2024-03-26,Delivered
ORD009744,2024-02-20,CUST00274,PROD071,WH007,2,964.86,2024-02-23,2024-02-23,Delivered
ORD009745,2024-05-27,CUST01392,PROD021,WH009,3,338.34,2024-05-30,2024-05-29,Delivered
ORD009746,2024-05-03,CUST00589,PROD001,WH003,20,567.8,2024-05-07,2024-05-05,Delivered
ORD009747,2024-12-03,CUST01512,PROD018,WH003,2,512.18,2024-12-07,2024-12-06,Delivered
ORD009748,2025-08-31,CUST00046,PROD022,WH005,15,1898.55,2025-09-03,2025-09-03,Delivered
ORD009749,2024-06-01,CUST00115,PROD089,WH003,2,675.28,2024-06-04,2024-06-02,Delivered
ORD009750,2024-01-16,CUST00917,PROD013,WH004,20,1590.8,2024-01-18,2024-01-18,Delivered
ORD009751,2025-06-23,CUST01377,PROD022,WH009,3,379.71,2025-06-29,2025-06-27,Delivered
ORD009752,2024-06-13,CUST00126,PROD085,WH004,3,797.85,2024-06-17,2024-06-16,Delivered
ORD009753,2025-10-18,CUST01463,PROD063,WH010,2,238.6,2025-10-24,2025-10-26,Delayed
ORD009754,2024-08-26,CUST00661,PROD030,WH003,1,23.55,2024-08-30,2024-08-28,Delivered
ORD009755,2025-01-24,CUST00377,PROD082,WH008,4,773.28,2025-01-26,2025-01-25,Delivered
ORD009756,2025-08-25,CUST00836,PROD095,WH009,10,3450.3,2025-08-29,2025-08-28,Delivered
ORD009757,2025-05-14,CUST01544,PROD037,WH001,2,665.68,2025-05-19,2025-05-17,Delivered
ORD009758,2025-09-02,CUST00442,PROD059,WH010,4,491.04,2025-09-07,2025-09-06,Delivered
ORD009759,2025-01-19,CUST00388,PROD036,WH001,3,1409.04,2025-01-21,2025-01-19,Delivered
ORD009760,2024-01-01,CUST00111,PROD060,WH001,5,880.1,2024-01-08,2024-01-06,Delivered
ORD009761,2025-02-05,CUST00264,PROD031,WH007,1,142.15,2025-02-08,2025-02-09,Delayed
ORD009762,2025-05-11,CUST00963,PROD016,WH006,20,257.2,2025-05-14,2025-05-13,Delivered
ORD009763,2024-06-16,CUST01910,PROD009,WH008,3,75.21,2024-06-21,2024-06-19,Delivered
ORD009764,2024-07-21,CUST00597,PROD024,WH010,1,377.72,2024-07-26,2024-07-26,Delivered
ORD009765,2024-11-24,CUST00964,PROD086,WH009,20,4820.2,2024-11-30,2024-11-28,Delivered
ORD009766,2025-04-06,CUST01519,PROD026,WH009,2,682.58,2025-04-11,2025-04-09,Delivered
ORD009767,2024-07-05,CUST00320,PROD039,WH004,1,394.21,2024-07-12,2024-07-10,Delivered
ORD009768,2024-03-06,CUST00328,PROD056,WH003,2,138.92,2024-03-10,2024-03-08,Delivered
ORD009769,2024-06-18,CUST00404,PROD021,WH009,2,225.56,2024-06-21,2024-06-21,Delivered
ORD009770,2025-06-18,CUST01923,PROD011,WH004,3,991.68,2025-06-25,2025-06-23,Delivered
ORD009771,2024-11-29,CUST00692,PROD093,WH003,1,395.13,2024-12-02,2024-12-06,Delayed
ORD009772,2025-09-07,CUST01396,PROD050,WH003,1,358.6,2025-09-09,2025-09-17,Delayed
ORD009773,2024-01-29,CUST01798,PROD091,WH005,3,134.1,2024-02-04,2024-02-04,Delivered
ORD009774,2025-12-04,CUST00352,PROD036,WH005,4,1878.72,2025-12-06,2025-12-06,Delivered
ORD009775,2024-11-14,CUST00318,PROD021,WH003,15,1691.7,2024-11-18,2024-11-16,Delivered
ORD009776,2024-09-14,CUST00054,PROD050,WH008,3,1075.8,2024-09-18,2024-09-16,Delivered
ORD009777,2025-06-18,CUST01179,PROD083,WH010,5,280.75,2025-06-25,2025-06-25,Delivered
ORD009778,2024-08-20,CUST00573,PROD083,WH006,5,280.75,2024-08-27,2024-08-27,Delivered
ORD009779,2025-02-28,CUST00403,PROD089,WH010,4,1350.56,2025-03-03,2025-03-07,Delayed
ORD009780,2025-10-20,CUST01891,PROD036,WH002,5,2348.4,2025-10-25,2025-10-24,Delivered
ORD009781,2024-07-20,CUST01466,PROD071,WH004,1,482.43,2024-07-24,2024-07-24,Delivered
ORD009782,2025-06-18,CUST01614,PROD066,WH010,1,191.15,2025-06-23,2025-06-22,Delivered
ORD009783,2025-10-01,CUST00698,PROD094,WH010,3,1240.41,2025-10-03,2025-10-04,Delayed
ORD009784,2024-09-05,CUST01150,PROD075,WH005,4,233.88,2024-09-07,2024-09-13,Delayed
ORD009785,2025-05-08,CUST01042,PROD074,WH006,1,199.41,2025-05-12,2025-05-12,Delivered
ORD009786,2025-12-17,CUST00461,PROD045,WH008,1,156.72,2025-12-20,2025-12-20,Delivered
ORD009787,2024-07-05,CUST00012,PROD090,WH004,1,297.34,2024-07-12,2024-07-13,Delayed
ORD009788,2025-05-08,CUST01142,PROD072,WH007,15,1920.15,2025-05-10,2025-05-12,Delayed
ORD009789,2025-03-22,CUST00807,PROD039,WH009,1,394.21,2025-03-28,2025-03-27,Delivered
ORD009790,2025-11-28,CUST01291,PROD037,WH008,3,998.52,2025-12-03,2025-12-01,Delivered
ORD009791,2024-12-24,CUST00551,PROD096,WH010,4,1005.6,2024-12-27,2024-12-27,Delivered
