return_id,order_id,product_id,return_date,return_reason,return_cost
RET000805,ORD007884,PROD063,2025-05-09,Damaged Item,37.79
RET000806,ORD007889,PROD018,2024-02-01,Damaged Item,26.07
RET000807,ORD007909,PROD043,2024-11-16,Quality Issue,102.03
RET000808,ORD007917,PROD096,2024-03-14,Late Delivery,82.96
RET000809,ORD007924,PROD016,2024-11-20,Late Delivery,88.71
RET000810,ORD007933,PROD036,2024-03-24,Damaged Item,39.1
RET000811,ORD007936,PROD097,2024-05-17,Damaged Item,138.36
RET000812,ORD007953,PROD099,2025-02-16,Customer Changed Mind,71.84
RET000813,ORD007966,PROD041,2025-08-22,Quality Issue,137.3
RET000814,ORD007968,PROD060,2024-11-08,Damaged Item,57.24
RET000815,ORD007977,PROD015,2025-10-27,Wrong Item,65.51
RET000816,ORD007988,PROD087,2024-07-19,Customer Changed Mind,74.28
RET000817,ORD008004,PROD014,2025-07-09,Quality Issue,72.55
RET000818,ORD008006,PROD077,2024-02-25,Quality Issue,31.26
RET000819,ORD008007,PROD086,2024-11-19,Damaged Item,79.33
RET000820,ORD008021,PROD020,2025-06-11,Late Delivery,41.75
RET000821,ORD008035,PROD071,2024-10-22,Customer Changed Mind,62.53
RET000822,ORD008041,PROD036,2024-10-29,Quality Issue,106.05
RET000823,ORD008044,PROD048,2025-09-30,Damaged Item,42.05
RET000824,ORD008075,PROD070,2025-07-13,Damaged Item,125.05
RET000825,ORD008084,PROD096,2024-10-28,Damaged Item,69.78
RET000826,ORD008089,PROD092,2024-03-23,Damaged Item,140.41
RET000827,ORD008111,PROD030,2024-09-12,Damaged Item,35.09
RET000828,ORD008128,PROD067,2025-06-09,Customer Changed Mind,32.54
RET000829,ORD008141,PROD089,2025-01-14,Wrong Item,90.93
RET000830,ORD008149,PROD074,2025-11-26,Damaged Item,24.28
RET000831,ORD008151,PROD061,2025-08-12,Wrong Item,139.97
RET000832,ORD008152,PROD032,2024-06-28,Customer Changed Mind,57.34
RET000833,ORD008163,PROD057,2024-06-08,Wrong Item,87.73
RET000834,ORD008167,PROD036,2024-10-17,Damaged Item,65.64
RET000835,ORD008181,PROD062,2024-09-14,Wrong Item,113.92
RET000836,ORD008198,PROD093,2024-10-02,Late Delivery,120.1
RET000837,ORD008208,PROD030,2024-05-24,Damaged Item,76.64
RET000838,ORD008231,PROD095,2025-11-24,Damaged Item,75.77
RET000839,ORD008257,PROD038,2025-01-19,Damaged Item,54.62
RET000840,ORD008260,PROD058,2024-12-08,Quality Issue,118.63
RET000841,ORD008290,PROD014,2025-07-18,Quality Issue,51.23
RET000842,ORD008291,PROD038,2025-10-16,Damaged Item,62.31
RET000843,ORD008298,PROD082,2025-06-19,Late Delivery,58.8
RET000844,ORD008347,PROD077,2024-03-19,Customer Changed Mind,40.38
RET000845,ORD008374,PROD030,2024-07-13,Wrong Item,55.73
RET000846,ORD008381,PROD008,2025-08-02,Damaged Item,80.99
RET000847,ORD008396,PROD098,2024-10-27,Late Delivery,118.32
RET000848,ORD008407,PROD084,2024-05-06,Customer Changed Mind,133.21
RET000849,ORD008410,PROD022,2025-03-31,Quality Issue,95.5
RET000850,ORD008436,PROD010,2024-06-09,Quality Issue,48.09
RET000851,ORD008445,PROD055,2024-10-31,Customer Changed Mind,27.27
RET000852,ORD008459,PROD062,2025-04-03,Wrong Item,37.69
RET000853,ORD008461,PROD010,2025-01-19,Damaged Item,69.5
RET000854,ORD008472,PROD089,2024-10-12,Quality Issue,17.99
RET000855,ORD008482,PROD023,2024-07-25,Quality Issue,88.96
RET000856,ORD008512,PROD057,2024-01-10,Wrong Item,47.03
RET000857,ORD008518,PROD071,2024-08-14,Damaged Item,83.23
RET000858,ORD008563,PROD045,2025-07-14,Quality Issue,78.62
RET000859,ORD008566,PROD011,2025-03-22,Customer Changed Mind,85.83
RET000860,ORD008587,PROD050,2025-11-28,Quality Issue,106.18
RET000861,ORD008589,PROD095,2024-11-13,Late Delivery,76.12
RET000862,ORD008603,PROD056,2025-02-04,Wrong Item,144.95
RET000863,ORD008607,PROD018,2025-05-05,Damaged Item,108.28
RET000864,ORD008615,PROD073,2024-12-20,Customer Changed Mind,133.85
RET000865,ORD008637,PROD074,2024-07-10,Late Delivery,10.23
RET000866,ORD008643,PROD056,2024-04-12,Damaged Item,75.65
RET000867,ORD008663,PROD003,2024-03-03,Customer Changed Mind,20.58
RET000868,ORD008718,PROD029,2024-06-23,Damaged Item,136.21
RET000869,ORD008726,PROD006,2025-05-15,Late Delivery,15.82
RET000870,ORD008734,PROD045,2025-12-23,Customer Changed Mind,12.09
RET000871,ORD008749,PROD080,2024-05-31,Late Delivery,72.09
RET000872,ORD008805,PROD032,2024-02-14,Quality Issue,13.59
RET000873,ORD008806,PROD066,2025-02-13,Damaged Item,42.75
RET000874,ORD008810,PROD027,2024-02-14,Customer Changed Mind,47.1
RET000875,ORD008826,PROD016,2024-02-01,Damaged Item,79.95
RET000876,ORD008830,PROD054,2024-07-26,Customer Changed Mind,97.51
RET000877,ORD008849,PROD052,2024-10-30,Quality Issue,84.92
RET000878,ORD008856,PROD008,2025-08-25,Quality Issue,41.04
RET000879,ORD008859,PROD021,2024-08-31,Damaged Item,134.15
RET000880,ORD008874,PROD042,2025-11-29,Customer Changed Mind,37.18
RET000881,ORD008919,PROD054,2025-07-01,Damaged Item,74.53
RET000882,ORD008924,PROD082,2024-07-02,Customer Changed Mind,53.95
RET000883,ORD008942,PROD019,2024-07-13,Damaged Item,132.84
RET000884,ORD008946,PROD029,2024-12-29,Damaged Item,17.92
RET000885,ORD008960,PROD087,2025-02-22,Quality Issue,73.5
RET000886,ORD008962,PROD069,2024-10-08,Wrong Item,55.99
RET000887,ORD008975,PROD062,2024-05-21,Customer Changed Mind,55.12
RET000888,ORD008976,PROD095,2024-10-17,Damaged Item,43.74
RET000889,ORD008982,PROD099,2025-03-14,Damaged Item,57.79
RET000890,ORD008993,PROD049,2025-09-07,Wrong Item,31.19
RET000891,ORD008994,PROD015,2024-03-03,Damaged Item,68.17
RET000892,ORD008996,PROD043,2025-04-27,Customer Changed Mind,105.87
RET000893,ORD009003,PROD086,2024-02-10,Wrong Item,102.74
RET000894,ORD009038,PROD008,2024-02-26,Damaged Item,136.76
RET000895,ORD009039,PROD067,2024-04-03,Late Delivery,114.03
RET000896,ORD009049,PROD096,2025-10-01,Damaged Item,64.09
RET000897,ORD009055,PROD032,2025-01-25,Quality Issue,78.76
RET000898,ORD009065,PROD070,2025-05-16,Damaged Item,139.95
RET000899,ORD009078,PROD076,2025-04-03,Damaged Item,93.36
RET000900,ORD009080,PROD075,2024-07-30,Customer Changed Mind,61.43
RET000901,ORD009087,PROD076,2024-10-21,Quality Issue,24.1
RET000902,ORD009088,PROD027,2025-02-08,Damaged Item,26.81
RET000903,ORD009091,PROD010,2024-10-17,Damaged Item,125.59
RET000904,ORD009093,PROD019,2024-03-18,Customer Changed Mind,98.12
RET000905,ORD009106,PROD065,2025-08-06,Wrong Item,144.53
RET000906,ORD009116,PROD092,2025-09-20,Damaged Item,54.45
RET000907,ORD009117,PROD046,2024-06-18,Damaged Item,59.38
RET000908,ORD009136,PROD001,2025-08-31,Customer Changed Mind,79.17
RET000909,ORD009146,PROD073,2024-09-10,Quality Issue,128.54
RET000910,ORD009150,PROD014,2025-08-06,Late Delivery,113.07
RET000911,ORD009169,PROD030,2025-12-10,Damaged Item,129.11
RET000912,ORD009175,PROD040,2025-09-02,Quality Issue,94.64
RET000913,ORD009177,PROD033,2024-06-22,Late Delivery,43.06
RET000914,ORD009181,PROD020,2025-04-16,Late Delivery,23.63
RET000915,ORD009207,PROD025,2024-02-25,Late Delivery,35.47
RET000916,ORD009210,PROD056,2024-05-11,Quality Issue,116.57
RET000917,ORD009232,PROD060,2025-11-11,Quality Issue,83.23
RET000918,ORD009255,PROD044,2024-01-21,Damaged Item,62.33
RET000919,ORD009263,PROD075,2024-08-15,Customer Changed Mind,61.52
RET000920,ORD009264,PROD032,2025-06-24,Wrong Item,88.89
RET000921,ORD009268,PROD040,2025-07-02,Damaged Item,51.47
RET000922,ORD009272,PROD086,2025-07-13,Late Delivery,31.04
RET000923,ORD009275,PROD083,2024-07-29,Customer Changed Mind,129.33
RET000924,ORD009299,PROD030,2025-01-03,Late Delivery,56.58
RET000925,ORD009302,PROD005,2025-10-13,Late Delivery,21.59
RET000926,ORD009312,PROD068,2024-05-12,Quality Issue,123.68
RET000927,ORD009315,PROD080,2024-09-04,Customer Changed Mind,80.35
RET000928,ORD009326,PROD057,2024-08-05,Late Delivery,94.11
RET000929,ORD009364,PROD016,2024-03-25,Customer Changed Mind,81.53
RET000930,ORD009372,PROD079,2025-10-12,Wrong Item,36.02
RET000931,ORD009373,PROD058,2024-01-27,Damaged Item,74.0
RET000932,ORD009380,PROD062,2025-04-24,Damaged Item,146.8
RET000933,ORD009381,PROD012,2025-02-23,Wrong Item,136.85
RET000934,ORD009388,PROD052,2025-10-09,Customer Changed Mind,25.58
RET000935,ORD009389,PROD063,2024-10-23,Damaged Item,13.46
RET000936,ORD009403,PROD055,2024-06-03,Quality Issue,93.38
RET000937,ORD009407,PROD035,2024-04-30,Wrong Item,10.11
RET000938,ORD009411,PROD009,2025-07-18,Damaged Item,22.56
RET000939,ORD009454,PROD054,2024-11-14,Customer Changed Mind,19.93
RET000940,ORD009478,PROD009,2025-05-28,Damaged Item,54.98
RET000941,ORD009485,PROD069,2025-04-26,Damaged Item,37.22
RET000942,ORD009493,PROD094,2024-02-06,Customer Changed Mind,142.96
RET000943,ORD009497,PROD028,2025-08-29,Late Delivery,116.93
RET000944,ORD009502,PROD004,2024-02-07,Wrong Item,33.12
RET000945,ORD009514,PROD100,2024-11-30,Damaged Item,68.83
RET000946,ORD009517,PROD059,2024-04-22,Customer Changed Mind,86.17
RET000947,ORD009528,PROD005,2025-10-16,Wrong Item,135.37
RET000948,ORD009533,PROD086,2025-02-05,Customer Changed Mind,98.85
RET000949,ORD009545,PROD068,2024-12-12,Wrong Item,84.58
RET000950,ORD009564,PROD060,2025-01-21,Customer Changed Mind,89.65
RET000951,ORD009584,PROD090,2025-04-12,Customer Changed Mind,59.15
RET000952,ORD009607,PROD059,2025-12-11,Wrong Item,58.89
RET000953,ORD009629,PROD024,2024-07-10,Late Delivery,136.52
RET000954,ORD009630,PROD064,2025-07-13,Late Delivery,117.64
RET000955,ORD009651,PROD006,2024-10-19,Quality Issue,29.64
RET000956,ORD009658,PROD035,2025-04-05,Damaged Item,19.93
RET000957,ORD009659,PROD052,2024-07-10,Customer Changed Mind,42.96
RET000958,ORD009665,PROD089,2024-11-04,Customer Changed Mind,139.73
RET000959,ORD009678,PROD013,2024-07-05,Damaged Item,149.17
RET000960,ORD009693,PROD030,2025-06-18,Customer Changed Mind,136.24
RET000961,ORD009694,PROD027,2024-09-24,Wrong Item,81.09
RET000962,ORD009714,PROD006,2025-06-14,Quality Issue,91.37
RET000963,ORD009718,PROD005,2024-06-29,Customer Changed Mind,62.42
RET000964,ORD009723,PROD005,2025-07-04,Damaged Item,50.61
RET000965,ORD009730,PROD068,2024-08-15,Customer Changed Mind,40.61
RET000966,ORD009735,PROD042,2025-02-16,Customer Changed Mind,120.46
RET000967,ORD009738,PROD026,2024-06-06,Wrong Item,10.08
RET000968,ORD009770,PROD011,2025-07-04,Customer Changed Mind,53.84
RET000969,ORD009771,PROD093,2024-12-19,Quality Issue,37.4
RET000970,ORD009774,PROD036,2025-12-13,Quality Issue,48.68
RET000971,ORD009777,PROD083,2025-07-07,Wrong Item,55.31
RET000972,ORD009799,PROD083,2025-04-08,Quality Issue,50.04
RET000973,ORD009803,PROD092,2024-12-02,Customer Changed Mind,45.74
RET000974,ORD009872,PROD055,2025-03-20,Late Delivery,44.13
RET000975,ORD009887,PROD002,2024-03-08,Customer Changed Mind,21.35
RET000976,ORD009894,PROD003,2024-12-16,Customer Changed Mind,91.56
RET000977,ORD009919,PROD068,2024-04-18,Wrong Item,137.4
RET000978,ORD009932,PROD026,2025-01-05,Customer Changed Mind,65.6
RET000979,ORD009942,PROD068,2025-02-24,Late Delivery,67.21
RET000980,ORD009964,PROD079,2024-08-24,Damaged Item,10.56
RET000981,ORD009981,PROD086,2025-08-11,Quality Issue,136.43
RET000982,ORD009985,PROD047,2025-09-26,Late Delivery,125.81
RET000983,ORD009987,PROD075,2025-12-15,Damaged Item,142.71
RET000984,ORD009988,PROD034,2024-12-30,Wrong Item,124.9
RET000985,ORD009991,PROD022,2025-12-17,Wrong Item,101.38
RET000986,ORD010015,PROD033,2024-07-24,Wrong Item,66.61
RET000987,ORD010019,PROD059,2024-06-03,Customer Changed Mind,140.82
RET000988,ORD010029,PROD041,2025-02-12,Wrong Item,92.19
RET000989,ORD010037,PROD085,2025-03-24,Wrong Item,59.67
RET000990,ORD010051,PROD018,2025-06-22,Customer Changed Mind,58.27
RET000991,ORD010059,PROD090,2024-02-06,Quality Issue,61.76
RET000992,ORD010061,PROD034,2025-01-16,Damaged Item,40.88
RET000993,ORD010068,PROD048,2024-05-29,Customer Changed Mind,85.29
RET000994,ORD010070,PROD067,2024-04-01,Damaged Item,100.96
RET000995,ORD010071,PROD085,2024-04-19,Damaged Item,12.22
RET000996,ORD010082,PROD094,2025-03-13,Wrong Item,118.22
RET000997,ORD010095,PROD007,2024-04-08,Wrong Item,51.36
RET000998,ORD010102,PROD005,2024-02-14,Wrong Item,75.89
RET000999,ORD010105,PROD093,2024-04-26,Wrong Item,85.02
RET001000,ORD010115,PROD010,2025-12-15,Customer Changed Mind,23.24
RET001001,ORD010118,PROD027,2024-06-24,Late Delivery,134.12
RET001002,ORD010120,PROD050,2025-02-08,Quality Issue,68.08
RET001003,ORD010127,PROD068,2024-10-06,Damaged Item,49.42
RET001004,ORD010156,PROD091,2026-01-04,Wrong Item,67.44
RET001005,ORD010165,PROD052,2024-04-06,Late Delivery,19.96
RET001006,ORD010180,PROD033,2025-06-11,Damaged Item,105.37
RET001007,ORD010186,PROD037,2025-04-23,Quality Issue,60.95
RET001008,ORD010195,PROD003,2024-08-21,Customer Changed Mind,47.24
RET001009,ORD010212,PROD023,2025-10-15,Customer Changed Mind,61.3
RET001010,ORD010217,PROD014,2024-10-11,Quality Issue,65.72
RET001011,ORD010235,PROD022,2024-08-25,Quality Issue,129.28
RET001012,ORD010239,PROD005,2024-09-28,Damaged Item,59.7
RET001013,ORD010241,PROD081,2025-01-30,Damaged Item,124.21
RET001014,ORD010245,PROD061,2024-02-29,Quality Issue,32.66
RET001015,ORD010246,PROD055,2024-06-14,Wrong Item,137.06
RET001016,ORD010280,PROD034,2025-08-19,Damaged Item,59.71
RET001017,ORD010282,PROD094,2024-09-24,Wrong Item,75.78
RET001018,ORD010294,PROD080,2024-04-25,Quality Issue,24.2
RET001019,ORD010303,PROD074,2024-07-31,Damaged Item,76.37
RET001020,ORD010306,PROD009,2025-06-18,Customer Changed Mind,31.62
RET001021,ORD010319,PROD059,2024-08-14,Damaged Item,13.39
RET001022,ORD010321,PROD002,2025-08-13,Wrong Item,103.88
RET001023,ORD010336,PROD011,2025-11-04,Damaged Item,91.5
RET001024,ORD010349,PROD012,2024-02-27,Customer Changed Mind,14.99
RET001025,ORD010358,PROD049,2025-05-10,Damaged Item,107.68
RET001026,ORD010372,PROD054,2025-03-15,Damaged Item,33.53
RET001027,ORD010382,PROD040,2024-08-22,Quality Issue,65.69
RET001028,ORD010391,PROD091,2024-02-22,Quality Issue,141.26
RET001029,ORD010395,PROD007,2024-06-21,Late Delivery,21.09
RET001030,ORD010447,PROD045,2024-03-08,Late Delivery,102.45
RET001031,ORD010464,PROD047,2024-11-14,Late Delivery,94.22
RET001032,ORD010471,PROD036,2025-08-24,Customer Changed Mind,68.8
RET001033,ORD010476,PROD100,2025-07-16,Damaged Item,116.42
RET001034,ORD010486,PROD012,2025-05-08,Customer Changed Mind,137.08
RET001035,ORD010498,PROD073,2025-03-21,Damaged Item,145.98
RET001036,ORD010502,PROD004,2024-10-15,Quality Issue,99.3
RET001037,ORD010504,PROD095,2025-01-23,Quality Issue,21.98
RET001038,ORD010511,PROD058,2025-04-22,Late Delivery,126.23
RET001039,ORD010512,PROD049,2025-04-13,Damaged Item,39.44
RET001040,ORD010520,PROD068,2025-03-29,Customer Changed Mind,39.8
RET001041,ORD010527,PROD066,2025-01-26,Wrong Item,110.81
RET001042,ORD010541,PROD066,2025-10-03,Damaged Item,58.15
RET001043,ORD010552,PROD021,2025-03-17,Customer Changed Mind,89.92
RET001044,ORD010562,PROD049,2024-10-16,Quality Issue,48.2
RET001045,ORD010571,PROD034,2024-11-06,Customer Changed Mind,62.75
RET001046,ORD010572,PROD040,2025-01-28,Late Delivery,32.31
RET001047,ORD010601,PROD076,2024-08-19,Customer Changed Mind,121.81
RET001048,ORD010611,PROD031,2025-05-12,Late Delivery,112.32
RET001049,ORD010615,PROD065,2024-05-06,Late Delivery,41.15
RET001050,ORD010616,PROD038,2024-06-19,Wrong Item,148.52
RET001051,ORD010636,PROD087,2025-02-19,Quality Issue,44.77
RET001052,ORD010645,PROD050,2026-01-16,Customer Changed Mind,25.99
RET001053,ORD010649,PROD019,2025-03-17,Customer Changed Mind,77.5
RET001054,ORD010655,PROD012,2025-01-19,Customer Changed Mind,131.88
RET001055,ORD010676,PROD028,2024-12-17,Late Delivery,96.7
RET001056,ORD010689,PROD068,2025-05-01,Late Delivery,54.63
RET001057,ORD010694,PROD052,2024-03-05,Quality Issue,19.7
RET001058,ORD010733,PROD033,2025-10-25,Quality Issue,110.77
RET001059,ORD010753,PROD060,2024-09-04,Quality Issue,34.84
RET001060,ORD010758,PROD021,2025-10-02,Late Delivery,135.3
RET001061,ORD010764,PROD034,2025-10-30,Damaged Item,134.14
RET001062,ORD010770,PROD083,2024-09-15,Late Delivery,57.35
RET001063,ORD010776,PROD094,2024-08-09,Damaged Item,107.03
RET001064,ORD010784,PROD045,2024-10-31,Customer Changed Mind,130.11
RET001065,ORD010810,PROD001,2024-04-15,Damaged Item,31.78
RET001066,ORD010846,PROD009,2024-01-23,Damaged Item,103.74
RET001067,ORD010856,PROD041,2025-04-12,Wrong Item,122.3
RET001068,ORD010864,PROD085,2025-06-01,Wrong Item,72.77
RET001069,ORD010869,PROD025,2024-04-13,Quality Issue,57.73
RET001070,ORD010891,PROD013,2024-10-05,Wrong Item,134.29
RET001071,ORD010909,PROD067,2025-06-14,Wrong Item,61.62
RET001072,ORD010910,PROD085,2025-04-01,Damaged Item,21.87
RET001073,ORD010913,PROD034,2024-12-06,Damaged Item,100.93
RET001074,ORD010922,PROD097,2024-06-09,Wrong Item,134.99
RET001075,ORD010930,PROD036,2024-02-08,Customer Changed Mind,24.32
RET001076,ORD010956,PROD054,2025-10-26,Customer Changed Mind,133.96
RET001077,ORD010963,PROD048,2025-05-23,Quality Issue,30.58
RET001078,ORD010973,PROD072,2024-01-07,Quality Issue,145.49
RET001079,ORD010989,PROD077,2025-06-27,Quality Issue,68.92
RET001080,ORD010998,PROD056,2025-04-04,Quality Issue,103.14
RET001081,ORD011004,PROD015,2024-10-24,Quality Issue,126.14
RET001082,ORD011006,PROD052,2024-11-20,Quality Issue,32.71
RET001083,ORD011034,PROD056,2024-11-29,Late Delivery,108.84
RET001084,ORD011056,PROD071,2025-07-27,Damaged Item,129.19
RET001085,ORD011068,PROD063,2025-03-30,Damaged Item,113.23
RET001086,ORD011069,PROD090,2025-05-09,Damaged Item,51.44
RET001087,ORD011075,PROD033,2024-11-19,Customer Changed Mind,120.6
RET001088,ORD011104,PROD083,2024-12-06,Quality Issue,11.36
RET001089,ORD011107,PROD085,2025-07-07,Quality Issue,100.24
RET001090,ORD011110,PROD001,2024-05-02,Customer Changed Mind,73.52
RET001091,ORD011114,PROD079,2025-02-09,Damaged Item,133.48
RET001092,ORD011125,PROD041,2024-10-16,Customer Changed Mind,77.48
RET001093,ORD011128,PROD086,2025-04-02,Customer Changed Mind,85.35
RET001094,ORD011144,PROD009,2025-07-03,Customer Changed Mind,34.61
RET001095,ORD011154,PROD055,2025-05-30,Wrong Item,73.6
RET001096,ORD011168,PROD098,2024-03-11,Damaged Item,128.55
RET001097,ORD011171,PROD034,2024-07-24,Damaged Item,112.48
RET001098,ORD011184,PROD023,2025-12-01,Damaged Item,90.08
RET001099,ORD011188,PROD089,2024-08-16,Late Delivery,147.4
RET001100,ORD011202,PROD038,2024-05-15,Damaged Item,48.39
RET001101,ORD011205,PROD005,2025-07-29,Late Delivery,53.5
RET001102,ORD011209,PROD054,2025-01-14,Damaged Item,50.9
RET001103,ORD011232,PROD021,2024-04-19,Late Delivery,24.41
RET001104,ORD011234,PROD033,2026-01-03,Customer Changed Mind,15.65
RET001105,ORD011255,PROD044,2024-07-10,Customer Changed Mind,100.66
RET001106,ORD011280,PROD053,2024-06-27,Quality Issue,66.68
RET001107,ORD011288,PROD028,2024-12-29,Wrong Item,13.57
RET001108,ORD011297,PROD002,2025-06-03,Damaged Item,49.04
RET001109,ORD011303,PROD034,2024-07-19,Customer Changed Mind,65.53
RET001110,ORD011309,PROD093,2025-08-16,Damaged Item,82.08
RET001111,ORD011313,PROD046,2024-04-30,Wrong Item,118.55
RET001112,ORD011328,PROD088,2024-04-21,Late Delivery,39.98
RET001113,ORD011329,PROD060,2024-06-14,Customer Changed Mind,43.98
RET001114,ORD011347,PROD091,2024-04-10,Wrong Item,115.04
RET001115,ORD011354,PROD087,2025-03-11,Customer Changed Mind,36.32
RET001116,ORD011358,PROD092,2024-12-18,Customer Changed Mind,66.73
RET001117,ORD011372,PROD002,2025-06-30,Customer Changed Mind,116.94
RET001118,ORD011378,PROD012,2025-12-13,Customer Changed Mind,24.41
RET001119,ORD011392,PROD026,2025-11-17,Customer Changed Mind,36.99
RET001120,ORD011395,PROD040,2024-10-13,Customer Changed Mind,85.3
RET001121,ORD011401,PROD097,2024-12-06,Quality Issue,74.09
RET001122,ORD011405,PROD025,2026-01-08,Damaged Item,85.38
RET001123,ORD011412,PROD013,2025-12-25,Customer Changed Mind,37.3
RET001124,ORD011421,PROD066,2025-09-20,Wrong Item,14.13
RET001125,ORD011427,PROD089,2024-05-20,Customer Changed Mind,24.82
RET001126,ORD011431,PROD085,2024-11-19,Late Delivery,43.99
RET001127,ORD011437,PROD051,2025-02-26,Late Delivery,14.77
RET001128,ORD011448,PROD097,2024-06-29,Customer Changed Mind,75.68
RET001129,ORD011451,PROD070,2025-07-28,Damaged Item,61.47
RET001130,ORD011478,PROD094,2024-02-18,Damaged Item,96.28
RET001131,ORD011484,PROD028,2024-01-17,Quality Issue,55.21
RET001132,ORD011486,PROD047,2025-04-26,Damaged Item,23.16
RET001133,ORD011488,PROD036,2024-08-14,Wrong Item,25.89
RET001134,ORD011489,PROD054,2024-10-29,Damaged Item,93.93
RET001135,ORD011493,PROD047,2025-02-27,Wrong Item,75.3
RET001136,ORD011504,PROD054,2025-06-01,Damaged Item,95.32
RET001137,ORD011506,PROD023,2024-11-11,Quality Issue,56.98
RET001138,ORD011509,PROD099,2024-08-21,Late Delivery,79.88
RET001139,ORD011513,PROD083,2025-10-12,Damaged Item,84.75
RET001140,ORD011516,PROD064,2024-02-27,Quality Issue,146.33
RET001141,ORD011530,PROD082,2024-03-30,Wrong Item,33.02
RET001142,ORD011548,PROD097,2024-02-14,Damaged Item,135.51
RET001143,ORD011550,PROD066,2024-08-18,Wrong Item,88.94
RET001144,ORD011556,PROD066,2024-11-01,Late Delivery,128.93
RET001145,ORD011558,PROD029,2024-10-28,Customer Changed Mind,65.8
RET001146,ORD011566,PROD065,2025-01-16,Wrong Item,45.11
RET001147,ORD011586,PROD100,2025-03-15,Damaged Item,117.46
RET001148,ORD011594,PROD022,2024-06-02,Wrong Item,35.08
RET001149,ORD011597,PROD010,2025-04-01,Quality Issue,126.41
RET001150,ORD011599,PROD046,2024-10-14,Quality Issue,105.14
RET001151,ORD011616,PROD025,2025-06-22,Damaged Item,74.61
RET001152,ORD011640,PROD055,2024-03-19,Damaged Item,59.31
RET001153,ORD011641,PROD038,2024-02-28,Late Delivery,26.93
RET001154,ORD011654,PROD013,2025-03-03,Damaged Item,121.14
RET001155,ORD011656,PROD028,2025-07-21,Damaged Item,53.53
RET001156,ORD011661,PROD090,2024-03-16,Late Delivery,33.59
RET001157,ORD011675,PROD030,2024-02-08,Quality Issue,37.26
RET001158,ORD011689,PROD067,2024-08-27,Wrong Item,40.44
RET001159,ORD011694,PROD087,2025-04-20,Damaged Item,141.19
RET001160,ORD011696,PROD094,2024-11-07,Quality Issue,32.27
RET001161,ORD011698,PROD056,2025-05-15,Quality Issue,58.6
RET001162,ORD011700,PROD005,2025-04-25,Wrong Item,148.08
RET001163,ORD011706,PROD096,2025-03-12,Damaged Item,146.06
RET001164,ORD011710,PROD092,2024-01-29,Damaged Item,121.34
RET001165,ORD011714,PROD087,2024-03-22,Wrong Item,29.07
RET001166,ORD011724,PROD065,2024-10-01,Quality Issue,44.38
RET001167,ORD011737,PROD027,2024-08-04,Late Delivery,97.28
RET001168,ORD011739,PROD084,2024-04-09,Customer Changed Mind,94.12
RET001169,ORD011749,PROD099,2025-04-07,Damaged Item,67.21
RET001170,ORD011775,PROD082,2025-01-18,Wrong Item,11.05
RET001171,ORD011785,PROD096,2025-02-17,Damaged Item,118.76
RET001172,ORD011801,PROD085,2024-11-20,Quality Issue,83.48
RET001173,ORD011827,PROD050,2025-06-25,Late Delivery,144.67
RET001174,ORD011836,PROD081,2025-11-19,Wrong Item,49.59
RET001175,ORD011858,PROD072,2025-03-04,Quality Issue,16.09
RET001176,ORD011888,PROD016,2025-10-18,Damaged Item,78.2
RET001177,ORD011894,PROD060,2024-10-16,Quality Issue,118.27
RET001178,ORD011896,PROD041,2025-04-15,Damaged Item,26.56
RET001179,ORD011900,PROD091,2024-03-31,Customer Changed Mind,49.67
RET001180,ORD011908,PROD076,2024-12-16,Damaged Item,58.53
RET001181,ORD011910,PROD097,2024-10-24,Damaged Item,36.31
RET001182,ORD011912,PROD054,2025-12-07,Customer Changed Mind,22.05
RET001183,ORD011916,PROD011,2025-03-13,Wrong Item,146.06
RET001184,ORD011928,PROD014,2024-07-28,Customer Changed Mind,49.99
RET001185,ORD011933,PROD021,2024-08-18,Late Delivery,11.46
RET001186,ORD011938,PROD089,2025-07-30,Customer Changed Mind,70.12
RET001187,ORD011941,PROD095,2025-05-22,Damaged Item,130.47
RET001188,ORD011946,PROD049,2025-04-21,Quality Issue,98.38
RET001189,ORD011947,PROD001,2024-07-18,Damaged Item,97.52
RET001190,ORD011974,PROD087,2025-06-17,Damaged Item,104.18
RET001191,ORD011985,PROD051,2024-11-01,Wrong Item,33.98
RET001192,ORD011990,PROD059,2025-10-07,Customer Changed Mind,127.55
RET001193,ORD012006,PROD009,2025-11-08,Wrong Item,46.3
RET001194,ORD012020,PROD075,2025-12-15,Damaged Item,123.23
RET001195,ORD012033,PROD048,2025-09-23,Wrong Item,82.9
RET001196,ORD012041,PROD028,2024-07-07,Quality Issue,111.01
RET001197,ORD012055,PROD083,2025-09-17,Customer Changed Mind,71.54
RET001198,ORD012084,PROD087,2024-10-18,Customer Changed Mind,44.26
RET001199,ORD012113,PROD067,2025-02-25,Damaged Item,99.48
RET001200,ORD012122,PROD085,2024-09-30,Wrong Item,75.08
RET001201,ORD012139,PROD059,2024-11-14,Quality Issue,24.05
RET001202,ORD012150,PROD034,2024-11-25,Wrong Item,21.77
RET001203,ORD012156,PROD091,2024-05-23,Customer Changed Mind,19.44
RET001204,ORD012163,PROD064,2025-09-30,Customer Changed Mind,52.24
RET001205,ORD012168,PROD081,2025-08-21,Damaged Item,33.49
RET001206,ORD012173,PROD069,2025-12-24,Quality Issue,47.95
