inventory_id,date_key,product_id,warehouse_id,opening_stock,closing_stock,reorder_point,stockout_flag
INV0016046,20250427,PROD052,WH005,1178,1040,294,False
INV0016047,20250427,PROD026,WH005,106,0,350,True
INV0016048,20250427,PROD049,WH005,1185,1086,288,False
INV0016049,20250427,PROD045,WH005,239,111,251,True
INV0016050,20250427,PROD058,WH005,397,0,117,True
INV0016051,20250427,PROD032,WH006,728,682,143,False
INV0016052,20250427,PROD089,WH006,237,0,315,True
INV0016053,20250427,PROD016,WH006,1465,1409,305,False
INV0016054,20250427,PROD052,WH006,797,402,253,False
INV0016055,20250427,PROD093,WH006,215,201,167,False
INV0016056,20250427,PROD071,WH006,616,302,146,False
INV0016057,20250427,PROD088,WH006,1035,888,310,False
INV0016058,20250427,PROD029,WH006,1105,1040,389,False
INV0016059,20250427,PROD087,WH006,1081,1007,147,False
INV0016060,20250427,PROD079,WH006,1230,870,357,False
INV0016061,20250427,PROD099,WH007,1467,1457,174,False
INV0016062,20250427,PROD050,WH007,787,496,210,False
INV0016063,20250427,PROD030,WH007,336,65,135,True
INV0016064,20250427,PROD009,WH007,373,0,330,True
INV0016065,20250427,PROD045,WH007,1103,622,369,False
INV0016066,20250427,PROD035,WH007,100,0,176,True
INV0016067,20250427,PROD004,WH007,653,615,211,False
INV0016068,20250427,PROD047,WH007,1200,1176,361,False
INV0016069,20250427,PROD033,WH007,925,718,268,False
INV0016070,20250427,PROD080,WH007,867,835,255,False
INV0016071,20250427,PROD078,WH008,333,0,288,True
INV0016072,20250427,PROD023,WH008,1238,1098,329,False
INV0016073,20250427,PROD091,WH008,381,212,326,True
INV0016074,20250427,PROD070,WH008,1065,983,271,False
INV0016075,20250427,PROD061,WH008,1112,818,316,False
INV0016076,20250427,PROD041,WH008,790,338,178,False
INV0016077,20250427,PROD093,WH008,943,915,225,False
INV0016078,20250427,PROD079,WH008,1090,754,257,False
INV0016079,20250427,PROD026,WH008,974,585,100,False
INV0016080,20250427,PROD030,WH008,159,0,125,True
INV0016081,20250427,PROD062,WH009,174,29,183,True
INV0016082,20250427,PROD020,WH009,1463,1389,128,False
INV0016083,20250427,PROD002,WH009,1093,1068,310,False
INV0016084,20250427,PROD004,WH009,1174,843,209,False
INV0016085,20250427,PROD048,WH009,1025,909,370,False
INV0016086,20250427,PROD026,WH009,367,170,123,False
INV0016087,20250427,PROD078,WH009,513,335,105,False
INV0016088,20250427,PROD056,WH009,61,0,336,True
INV0016089,20250427,PROD025,WH009,125,9,127,True
INV0016090,20250427,PROD080,WH009,1046,776,110,False
INV0016091,20250427,PROD031,WH010,517,73,357,True
INV0016092,20250427,PROD100,WH010,883,654,216,False
INV0016093,20250427,PROD091,WH010,120,0,181,True
INV0016094,20250427,PROD066,WH010,215,0,106,True
INV0016095,20250427,PROD072,WH010,261,0,191,True
INV0016096,20250427,PROD006,WH010,272,0,164,True
INV0016097,20250427,PROD052,WH010,509,53,305,True
INV0016098,20250427,PROD024,WH010,1214,909,168,False
INV0016099,20250427,PROD044,WH010,480,411,107,False
INV0016100,20250427,PROD086,WH010,628,162,200,True
INV0016101,20240512,PROD031,WH001,495,301,297,False
INV0016102,20240512,PROD086,WH001,877,772,232,False
INV0016103,20240512,PROD099,WH001,1054,795,252,False
INV0016104,20240512,PROD079,WH001,1368,1148,372,False
INV0016105,20240512,PROD047,WH001,1218,825,223,False
INV0016106,20240512,PROD065,WH001,124,0,331,True
INV0016107,20240512,PROD064,WH001,758,680,301,False
INV0016108,20240512,PROD022,WH001,521,160,309,True
INV0016109,20240512,PROD082,WH001,971,550,329,False
INV0016110,20240512,PROD043,WH001,320,0,130,True
INV0016111,20240512,PROD005,WH002,1297,1145,349,False
INV0016112,20240512,PROD006,WH002,1037,583,161,False
INV0016113,20240512,PROD100,WH002,1480,1419,383,False
INV0016114,20240512,PROD053,WH002,1316,1087,356,False
INV0016115,20240512,PROD090,WH002,502,309,229,False
INV0016116,20240512,PROD091,WH002,164,84,215,True
INV0016117,20240512,PROD051,WH002,1112,986,174,False
INV0016118,20240512,PROD018,WH002,712,516,192,False
INV0016119,20240512,PROD075,WH002,1182,947,285,False
INV0016120,20240512,PROD079,WH002,107,0,259,True
INV0016121,20240512,PROD036,WH003,1321,974,334,False
INV0016122,20240512,PROD048,WH003,1418,1043,324,False
INV0016123,20240512,PROD025,WH003,672,464,184,False
INV0016124,20240512,PROD019,WH003,692,323,338,True
INV0016125,20240512,PROD100,WH003,651,398,226,False
INV0016126,20240512,PROD065,WH003,825,759,289,False
INV0016127,20240512,PROD053,WH003,1282,1229,231,False
INV0016128,20240512,PROD090,WH003,1183,710,361,False
INV0016129,20240512,PROD035,WH003,790,307,248,False
INV0016130,20240512,PROD038,WH003,281,115,220,True
INV0016131,20240512,PROD043,WH004,563,200,251,True
INV0016132,20240512,PROD076,WH004,1029,683,308,False
INV0016133,20240512,PROD017,WH004,302,33,393,True
INV0016134,20240512,PROD041,WH004,398,234,389,True
INV0016135,20240512,PROD066,WH004,950,891,297,False
INV0016136,20240512,PROD022,WH004,1361,1131,333,False
INV0016137,20240512,PROD023,WH004,124,0,260,True
INV0016138,20240512,PROD027,WH004,588,572,158,False
INV0016139,20240512,PROD063,WH004,749,395,362,False
INV0016140,20240512,PROD018,WH004,938,709,224,False
INV0016141,20240512,PROD083,WH005,903,493,185,False
INV0016142,20240512,PROD064,WH005,1265,1076,365,False
INV0016143,20240512,PROD068,WH005,1011,926,245,False
INV0016144,20240512,PROD033,WH005,693,642,268,False
INV0016145,20240512,PROD048,WH005,255,65,118,True
INV0016146,20240512,PROD011,WH005,561,168,295,True
INV0016147,20240512,PROD010,WH005,448,206,315,True
INV0016148,20240512,PROD065,WH005,538,303,200,False
INV0016149,20240512,PROD030,WH005,922,755,154,False
INV0016150,20240512,PROD041,WH005,637,274,157,False
INV0016151,20240512,PROD036,WH006,427,411,183,False
INV0016152,20240512,PROD009,WH006,803,437,337,False
INV0016153,20240512,PROD012,WH006,544,454,219,False
INV0016154,20240512,PROD063,WH006,551,451,228,False
INV0016155,20240512,PROD087,WH006,445,89,339,True
INV0016156,20240512,PROD095,WH006,658,176,345,True
INV0016157,20240512,PROD075,WH006,226,0,363,True
INV0016158,20240512,PROD034,WH006,272,19,322,True
INV0016159,20240512,PROD086,WH006,746,311,398,True
INV0016160,20240512,PROD083,WH006,1290,935,190,False
INV0016161,20240512,PROD007,WH007,1099,715,371,False
INV0016162,20240512,PROD085,WH007,901,607,330,False
INV0016163,20240512,PROD078,WH007,331,90,194,True
INV0016164,20240512,PROD061,WH007,794,543,244,False
INV0016165,20240512,PROD088,WH007,1245,1082,387,False
INV0016166,20240512,PROD057,WH007,624,440,142,False
INV0016167,20240512,PROD023,WH007,581,534,370,False
INV0016168,20240512,PROD092,WH007,381,340,371,True
INV0016169,20240512,PROD059,WH007,74,0,276,True
INV0016170,20240512,PROD003,WH007,446,182,185,True
INV0016171,20240512,PROD059,WH008,472,175,131,False
INV0016172,20240512,PROD090,WH008,571,108,256,True
INV0016173,20240512,PROD029,WH008,1063,1014,247,False
INV0016174,20240512,PROD057,WH008,1324,876,216,False
INV0016175,20240512,PROD089,WH008,152,0,394,True
INV0016176,20240512,PROD099,WH008,610,364,369,True
INV0016177,20240512,PROD041,WH008,1367,1264,341,False
INV0016178,20240512,PROD054,WH008,1403,1383,312,False
INV0016179,20240512,PROD016,WH008,835,567,234,False
INV0016180,20240512,PROD047,WH008,1048,915,187,False
INV0016181,20240512,PROD085,WH009,1414,1300,179,False
INV0016182,20240512,PROD005,WH009,1411,1111,241,False
INV0016183,20240512,PROD009,WH009,1467,1442,341,False
INV0016184,20240512,PROD025,WH009,352,176,383,True
INV0016185,20240512,PROD022,WH009,1085,667,229,False
INV0016186,20240512,PROD044,WH009,157,107,218,True
INV0016187,20240512,PROD020,WH009,113,0,323,True
INV0016188,20240512,PROD080,WH009,736,250,249,False
INV0016189,20240512,PROD079,WH009,892,528,388,False
INV0016190,20240512,PROD057,WH009,688,648,237,False
INV0016191,20240512,PROD077,WH010,1123,919,208,False
INV0016192,20240512,PROD039,WH010,600,574,357,False
INV0016193,20240512,PROD052,WH010,843,504,174,False
INV0016194,20240512,PROD071,WH010,226,0,220,True
INV0016195,20240512,PROD013,WH010,774,539,383,False
INV0016196,20240512,PROD050,WH010,1065,790,241,False
INV0016197,20240512,PROD081,WH010,1055,685,146,False
INV0016198,20240512,PROD093,WH010,271,0,367,True
INV0016199,20240512,PROD017,WH010,136,60,171,True
INV0016200,20240512,PROD024,WH010,1248,1154,284,False
INV0016201,20241107,PROD010,WH001,1483,1424,193,False
INV0016202,20241107,PROD048,WH001,1236,1205,136,False
INV0016203,20241107,PROD016,WH001,168,141,267,True
INV0016204,20241107,PROD015,WH001,250,0,351,True
INV0016205,20241107,PROD040,WH001,281,0,157,True
INV0016206,20241107,PROD062,WH001,513,474,172,False
INV0016207,20241107,PROD100,WH001,1386,1352,381,False
INV0016208,20241107,PROD038,WH001,1272,938,310,False
INV0016209,20241107,PROD091,WH001,276,261,276,True
INV0016210,20241107,PROD099,WH001,1489,1196,367,False
INV0016211,20241107,PROD065,WH002,420,291,263,False
INV0016212,20241107,PROD018,WH002,327,32,322,True
INV0016213,20241107,PROD055,WH002,283,0,100,True
INV0016214,20241107,PROD068,WH002,927,698,223,False
INV0016215,20241107,PROD034,WH002,279,54,303,True
INV0016216,20241107,PROD064,WH002,653,536,220,False
INV0016217,20241107,PROD056,WH002,1140,645,381,False
INV0016218,20241107,PROD074,WH002,861,759,219,False
INV0016219,20241107,PROD096,WH002,1042,705,376,False
INV0016220,20241107,PROD043,WH002,831,413,322,False
INV0016221,20241107,PROD043,WH003,1361,943,370,False
INV0016222,20241107,PROD019,WH003,1056,599,271,False
INV0016223,20241107,PROD092,WH003,1370,902,297,False
INV0016224,20241107,PROD017,WH003,939,594,280,False
INV0016225,20241107,PROD097,WH003,537,146,163,True
INV0016226,20241107,PROD001,WH003,479,429,341,False
INV0016227,20241107,PROD083,WH003,983,499,203,False
INV0016228,20241107,PROD079,WH003,1183,820,202,False
INV0016229,20241107,PROD052,WH003,950,485,251,False
INV0016230,20241107,PROD066,WH003,68,0,246,True
INV0016231,20241107,PROD085,WH004,1161,707,176,False
INV0016232,20241107,PROD014,WH004,1423,1109,301,False
INV0016233,20241107,PROD029,WH004,896,488,326,False
INV0016234,20241107,PROD083,WH004,1366,1087,215,False
INV0016235,20241107,PROD004,WH004,197,0,111,True
INV0016236,20241107,PROD098,WH004,1086,592,233,False
INV0016237,20241107,PROD030,WH004,1003,875,292,False
INV0016238,20241107,PROD072,WH004,355,341,340,False
INV0016239,20241107,PROD075,WH004,978,909,262,False
INV0016240,20241107,PROD032,WH004,1341,1167,341,False
INV0016241,20241107,PROD010,WH005,761,744,246,False
INV0016242,20241107,PROD040,WH005,1214,1011,394,False
INV0016243,20241107,PROD049,WH005,436,137,199,True
INV0016244,20241107,PROD096,WH005,193,167,273,True
INV0016245,20241107,PROD071,WH005,1406,1084,211,False
INV0016246,20241107,PROD030,WH005,668,625,248,False
INV0016247,20241107,PROD013,WH005,506,60,240,True
INV0016248,20241107,PROD024,WH005,764,601,135,False
INV0016249,20241107,PROD100,WH005,901,682,125,False
INV0016250,20241107,PROD082,WH005,184,0,286,True
INV0016251,20241107,PROD096,WH006,323,0,193,True
INV0016252,20241107,PROD068,WH006,479,327,223,False
INV0016253,20241107,PROD023,WH006,645,571,347,False
INV0016254,20241107,PROD008,WH006,1337,1283,195,False
INV0016255,20241107,PROD040,WH006,1054,913,180,False
INV0016256,20241107,PROD064,WH006,1407,1162,232,False
INV0016257,20241107,PROD002,WH006,1174,1142,335,False
INV0016258,20241107,PROD086,WH006,897,573,182,False
INV0016259,20241107,PROD074,WH006,1023,935,387,False
INV0016260,20241107,PROD011,WH006,1018,581,152,False
INV0016261,20241107,PROD063,WH007,765,607,338,False
INV0016262,20241107,PROD048,WH007,88,41,331,True
INV0016263,20241107,PROD086,WH007,954,670,253,False
INV0016264,20241107,PROD011,WH007,1230,1194,289,False
INV0016265,20241107,PROD014,WH007,1301,1217,287,False
INV0016266,20241107,PROD024,WH007,176,147,143,False
INV0016267,20241107,PROD038,WH007,188,0,236,True
INV0016268,20241107,PROD035,WH007,730,556,110,False
INV0016269,20241107,PROD041,WH007,198,174,329,True
INV0016270,20241107,PROD097,WH007,283,61,319,True
INV0016271,20241107,PROD081,WH008,105,0,342,True
INV0016272,20241107,PROD087,WH008,996,793,355,False
INV0016273,20241107,PROD050,WH008,1209,820,261,False
INV0016274,20241107,PROD047,WH008,394,102,265,True
INV0016275,20241107,PROD070,WH008,290,230,265,True
INV0016276,20241107,PROD053,WH008,841,694,364,False
INV0016277,20241107,PROD003,WH008,199,185,304,True
INV0016278,20241107,PROD036,WH008,183,121,309,True
INV0016279,20241107,PROD042,WH008,965,697,344,False
INV0016280,20241107,PROD029,WH008,263,0,341,True
INV0016281,20241107,PROD086,WH009,296,220,254,True
INV0016282,20241107,PROD030,WH009,948,701,188,False
INV0016283,20241107,PROD054,WH009,635,244,194,False
INV0016284,20241107,PROD012,WH009,124,0,372,True
INV0016285,20241107,PROD097,WH009,1256,1045,336,False
INV0016286,20241107,PROD094,WH009,473,424,179,False
INV0016287,20241107,PROD019,WH009,98,0,272,True
INV0016288,20241107,PROD020,WH009,1335,1277,162,False
INV0016289,20241107,PROD078,WH009,359,77,105,True
INV0016290,20241107,PROD023,WH009,1273,936,239,False
INV0016291,20241107,PROD011,WH010,100,0,243,True
INV0016292,20241107,PROD058,WH010,801,529,240,False
INV0016293,20241107,PROD017,WH010,515,221,121,False
INV0016294,20241107,PROD030,WH010,103,0,282,True
INV0016295,20241107,PROD043,WH010,570,287,331,True
INV0016296,20241107,PROD098,WH010,426,109,148,True
INV0016297,20241107,PROD093,WH010,1046,563,114,False
INV0016298,20241107,PROD040,WH010,574,151,382,True
INV0016299,20241107,PROD036,WH010,1409,1032,283,False
INV0016300,20241107,PROD100,WH010,1271,1109,263,False
INV0016301,20251129,PROD030,WH001,983,620,287,False
INV0016302,20251129,PROD011,WH001,1364,955,300,False
INV0016303,20251129,PROD022,WH001,653,451,233,False
INV0016304,20251129,PROD016,WH001,1054,714,322,False
INV0016305,20251129,PROD026,WH001,978,696,272,False
INV0016306,20251129,PROD084,WH001,880,592,164,False
INV0016307,20251129,PROD053,WH001,1440,1291,227,False
INV0016308,20251129,PROD088,WH001,1364,1092,195,False
INV0016309,20251129,PROD078,WH001,1187,788,196,False
INV0016310,20251129,PROD057,WH001,479,428,193,False
INV0016311,20251129,PROD074,WH002,318,0,140,True
INV0016312,20251129,PROD014,WH002,890,859,194,False
INV0016313,20251129,PROD090,WH002,1207,1004,279,False
INV0016314,20251129,PROD044,WH002,934,695,337,False
INV0016315,20251129,PROD059,WH002,971,948,243,False
INV0016316,20251129,PROD093,WH002,100,0,277,True
INV0016317,20251129,PROD072,WH002,1462,1076,157,False
INV0016318,20251129,PROD042,WH002,972,625,149,False
INV0016319,20251129,PROD094,WH002,65,0,180,True
INV0016320,20251129,PROD006,WH002,514,115,250,True
INV0016321,20251129,PROD017,WH003,596,467,149,False
INV0016322,20251129,PROD088,WH003,620,485,357,False
INV0016323,20251129,PROD066,WH003,370,298,238,False
INV0016324,20251129,PROD015,WH003,1286,795,200,False
INV0016325,20251129,PROD021,WH003,1446,1428,219,False
INV0016326,20251129,PROD033,WH003,1001,744,351,False
INV0016327,20251129,PROD039,WH003,257,195,354,True
INV0016328,20251129,PROD076,WH003,1292,1269,107,False
INV0016329,20251129,PROD054,WH003,655,517,105,False
INV0016330,20251129,PROD028,WH003,228,0,166,True
INV0016331,20251129,PROD093,WH004,1393,1299,155,False
INV0016332,20251129,PROD062,WH004,593,262,391,True
INV0016333,20251129,PROD075,WH004,1344,1058,275,False
INV0016334,20251129,PROD057,WH004,1168,912,137,False
INV0016335,20251129,PROD069,WH004,1421,993,305,False
INV0016336,20251129,PROD015,WH004,1398,1240,297,False
INV0016337,20251129,PROD034,WH004,977,674,190,False
INV0016338,20251129,PROD017,WH004,185,156,180,True
INV0016339,20251129,PROD064,WH004,574,328,387,True
INV0016340,20251129,PROD082,WH004,900,718,177,False
INV0016341,20251129,PROD063,WH005,770,275,158,False
INV0016342,20251129,PROD092,WH005,1444,1012,216,False
INV0016343,20251129,PROD055,WH005,824,622,179,False
INV0016344,20251129,PROD051,WH005,1246,1105,305,False
INV0016345,20251129,PROD026,WH005,72,40,193,True
INV0016346,20251129,PROD006,WH005,1140,785,307,False
INV0016347,20251129,PROD036,WH005,1238,760,290,False
INV0016348,20251129,PROD041,WH005,1446,1155,269,False
INV0016349,20251129,PROD035,WH005,1018,631,333,False
INV0016350,20251129,PROD090,WH005,1248,928,132,False
INV0016351,20251129,PROD055,WH006,430,269,125,False
INV0016352,20251129,PROD014,WH006,913,511,213,False
INV0016353,20251129,PROD045,WH006,919,634,329,False
INV0016354,20251129,PROD082,WH006,127,0,254,True
INV0016355,20251129,PROD088,WH006,445,435,146,False
INV0016356,20251129,PROD046,WH006,739,480,132,False
INV0016357,20251129,PROD001,WH006,862,677,314,False
INV0016358,20251129,PROD094,WH006,702,591,350,False
INV0016359,20251129,PROD051,WH006,903,788,294,False
INV0016360,20251129,PROD063,WH006,289,0,197,True
INV0016361,20251129,PROD075,WH007,1248,1175,289,False
INV0016362,20251129,PROD078,WH007,194,159,158,False
INV0016363,20251129,PROD100,WH007,1408,1369,294,False
INV0016364,20251129,PROD084,WH007,394,0,116,True
INV0016365,20251129,PROD001,WH007,1013,712,307,False
INV0016366,20251129,PROD007,WH007,265,0,137,True
INV0016367,20251129,PROD054,WH007,1416,1126,190,False
INV0016368,20251129,PROD096,WH007,954,516,133,False
INV0016369,20251129,PROD063,WH007,241,149,325,True
INV0016370,20251129,PROD032,WH007,122,60,238,True
INV0016371,20251129,PROD023,WH008,1464,1028,101,False
INV0016372,20251129,PROD015,WH008,648,159,215,True
INV0016373,20251129,PROD075,WH008,279,0,272,True
INV0016374,20251129,PROD017,WH008,1042,870,178,False
INV0016375,20251129,PROD085,WH008,369,0,224,True
INV0016376,20251129,PROD051,WH008,1487,1183,131,False
INV0016377,20251129,PROD095,WH008,345,98,139,True
INV0016378,20251129,PROD083,WH008,185,0,248,True
INV0016379,20251129,PROD002,WH008,1426,1132,319,False
INV0016380,20251129,PROD098,WH008,1049,1011,195,False
INV0016381,20251129,PROD029,WH009,331,22,134,True
INV0016382,20251129,PROD049,WH009,1058,896,228,False
INV0016383,20251129,PROD001,WH009,252,137,355,True
INV0016384,20251129,PROD054,WH009,509,441,105,False
INV0016385,20251129,PROD027,WH009,863,472,289,False
INV0016386,20251129,PROD041,WH009,211,0,216,True
INV0016387,20251129,PROD077,WH009,585,507,202,False
INV0016388,20251129,PROD074,WH009,1352,957,134,False
INV0016389,20251129,PROD058,WH009,674,501,133,False
INV0016390,20251129,PROD097,WH009,994,682,111,False
INV0016391,20251129,PROD014,WH010,592,318,303,False
INV0016392,20251129,PROD021,WH010,1329,1161,138,False
INV0016393,20251129,PROD090,WH010,1220,1027,209,False
INV0016394,20251129,PROD035,WH010,1204,1072,305,False
INV0016395,20251129,PROD058,WH010,763,472,179,False
INV0016396,20251129,PROD036,WH010,213,0,351,True
INV0016397,20251129,PROD065,WH010,482,382,377,False
INV0016398,20251129,PROD027,WH010,704,559,312,False
INV0016399,20251129,PROD094,WH010,588,146,148,True
INV0016400,20251129,PROD087,WH010,1287,1272,192,False
INV0016401,20240211,PROD035,WH001,537,282,135,False
INV0016402,20240211,PROD087,WH001,1166,796,137,False
INV0016403,20240211,PROD093,WH001,1417,989,257,False
INV0016404,20240211,PROD055,WH001,349,308,364,True
INV0016405,20240211,PROD027,WH001,309,215,121,False
INV0016406,20240211,PROD049,WH001,864,570,389,False
INV0016407,20240211,PROD013,WH001,512,298,334,True
INV0016408,20240211,PROD074,WH001,354,176,194,True
INV0016409,20240211,PROD024,WH001,929,641,337,False
INV0016410,20240211,PROD004,WH001,809,713,124,False
INV0016411,20240211,PROD072,WH002,1014,543,392,False
INV0016412,20240211,PROD051,WH002,583,324,342,True
INV0016413,20240211,PROD032,WH002,1172,677,180,False
INV0016414,20240211,PROD095,WH002,1239,1152,167,False
INV0016415,20240211,PROD078,WH002,480,138,380,True
INV0016416,20240211,PROD004,WH002,1324,1125,115,False
INV0016417,20240211,PROD021,WH002,863,696,105,False
INV0016418,20240211,PROD042,WH002,1045,694,239,False
INV0016419,20240211,PROD008,WH002,1474,1212,325,False
INV0016420,20240211,PROD049,WH002,217,0,265,True
INV0016421,20240211,PROD013,WH003,883,824,319,False
INV0016422,20240211,PROD070,WH003,1037,600,285,False
INV0016423,20240211,PROD058,WH003,528,29,207,True
INV0016424,20240211,PROD009,WH003,737,680,140,False
INV0016425,20240211,PROD092,WH003,942,448,375,False
INV0016426,20240211,PROD090,WH003,409,362,382,True
INV0016427,20240211,PROD093,WH003,216,136,197,True
INV0016428,20240211,PROD054,WH003,626,159,174,True
INV0016429,20240211,PROD075,WH003,1114,969,168,False
INV0016430,20240211,PROD062,WH003,378,98,264,True
INV0016431,20240211,PROD095,WH004,669,574,307,False
INV0016432,20240211,PROD037,WH004,558,279,152,False
INV0016433,20240211,PROD058,WH004,1447,1090,101,False
INV0016434,20240211,PROD019,WH004,404,0,158,True
INV0016435,20240211,PROD059,WH004,365,0,341,True
INV0016436,20240211,PROD091,WH004,799,508,298,False
INV0016437,20240211,PROD074,WH004,741,325,244,False
INV0016438,20240211,PROD048,WH004,815,363,241,False
INV0016439,20240211,PROD003,WH004,665,584,215,False
INV0016440,20240211,PROD060,WH004,1327,892,107,False
INV0016441,20240211,PROD081,WH005,870,609,222,False
INV0016442,20240211,PROD089,WH005,681,470,259,False
INV0016443,20240211,PROD086,WH005,1154,1129,366,False
INV0016444,20240211,PROD064,WH005,622,447,105,False
INV0016445,20240211,PROD025,WH005,769,542,344,False
INV0016446,20240211,PROD052,WH005,187,96,226,True
INV0016447,20240211,PROD072,WH005,528,158,291,True
INV0016448,20240211,PROD069,WH005,753,496,397,False
INV0016449,20240211,PROD048,WH005,391,270,203,False
INV0016450,20240211,PROD079,WH005,203,162,364,True
INV0016451,20240211,PROD017,WH006,1081,1013,127,False
INV0016452,20240211,PROD089,WH006,1188,717,335,False
INV0016453,20240211,PROD035,WH006,551,415,232,False
INV0016454,20240211,PROD041,WH006,1435,1330,144,False
INV0016455,20240211,PROD030,WH006,1400,1283,253,False
INV0016456,20240211,PROD098,WH006,648,467,318,False
INV0016457,20240211,PROD083,WH006,1141,930,290,False
INV0016458,20240211,PROD038,WH006,654,450,368,False
INV0016459,20240211,PROD016,WH006,1194,978,206,False
INV0016460,20240211,PROD031,WH006,56,0,167,True
INV0016461,20240211,PROD002,WH007,861,850,375,False
INV0016462,20240211,PROD075,WH007,574,237,364,True
INV0016463,20240211,PROD039,WH007,1430,1285,169,False
INV0016464,20240211,PROD033,WH007,954,856,350,False
INV0016465,20240211,PROD022,WH007,1394,1215,110,False
INV0016466,20240211,PROD055,WH007,1167,1037,273,False
INV0016467,20240211,PROD072,WH007,322,122,262,True
INV0016468,20240211,PROD061,WH007,413,335,283,False
INV0016469,20240211,PROD093,WH007,549,217,193,False
INV0016470,20240211,PROD074,WH007,890,654,250,False
INV0016471,20240211,PROD046,WH008,786,733,383,False
INV0016472,20240211,PROD063,WH008,591,185,319,True
INV0016473,20240211,PROD017,WH008,1407,1393,274,False
INV0016474,20240211,PROD055,WH008,1101,817,286,False
INV0016475,20240211,PROD081,WH008,1047,896,337,False
INV0016476,20240211,PROD073,WH008,918,787,118,False
INV0016477,20240211,PROD095,WH008,1180,1158,289,False
INV0016478,20240211,PROD084,WH008,568,269,396,True
INV0016479,20240211,PROD004,WH008,766,440,141,False
INV0016480,20240211,PROD056,WH008,810,459,261,False
INV0016481,20240211,PROD072,WH009,612,310,313,True
INV0016482,20240211,PROD035,WH009,1369,948,118,False
INV0016483,20240211,PROD075,WH009,472,0,376,True
INV0016484,20240211,PROD064,WH009,1111,965,318,False
INV0016485,20240211,PROD079,WH009,1162,755,225,False
INV0016486,20240211,PROD014,WH009,1480,1222,279,False
INV0016487,20240211,PROD037,WH009,1131,844,178,False
INV0016488,20240211,PROD048,WH009,1238,807,120,False
INV0016489,20240211,PROD013,WH009,863,596,327,False
INV0016490,20240211,PROD026,WH009,957,825,300,False
INV0016491,20240211,PROD058,WH010,200,0,231,True
INV0016492,20240211,PROD082,WH010,123,33,379,True
INV0016493,20240211,PROD035,WH010,272,58,266,True
INV0016494,20240211,PROD045,WH010,66,0,229,True
INV0016495,20240211,PROD066,WH010,573,128,297,True
INV0016496,20240211,PROD071,WH010,1202,1076,231,False
INV0016497,20240211,PROD023,WH010,1258,982,344,False
INV0016498,20240211,PROD098,WH010,526,373,296,False
INV0016499,20240211,PROD088,WH010,107,0,333,True
INV0016500,20240211,PROD002,WH010,501,244,140,False
INV0016501,20240418,PROD100,WH001,1303,818,122,False
INV0016502,20240418,PROD066,WH001,213,113,239,True
INV0016503,20240418,PROD096,WH001,1342,1300,236,False
INV0016504,20240418,PROD045,WH001,787,748,370,False
INV0016505,20240418,PROD076,WH001,1297,1156,120,False
INV0016506,20240418,PROD047,WH001,966,597,243,False
INV0016507,20240418,PROD011,WH001,140,0,343,True
INV0016508,20240418,PROD016,WH001,209,0,130,True
INV0016509,20240418,PROD019,WH001,948,815,376,False
INV0016510,20240418,PROD017,WH001,683,353,230,False
INV0016511,20240418,PROD054,WH002,1334,952,242,False
INV0016512,20240418,PROD084,WH002,619,546,244,False
INV0016513,20240418,PROD039,WH002,584,290,232,False
INV0016514,20240418,PROD065,WH002,261,0,296,True
INV0016515,20240418,PROD099,WH002,334,0,202,True
INV0016516,20240418,PROD003,WH002,1098,867,180,False
INV0016517,20240418,PROD012,WH002,819,570,159,False
INV0016518,20240418,PROD095,WH002,1135,691,277,False
INV0016519,20240418,PROD068,WH002,1032,889,393,False
INV0016520,20240418,PROD022,WH002,500,165,313,True
INV0016521,20240418,PROD019,WH003,785,764,329,False
INV0016522,20240418,PROD049,WH003,402,42,293,True
INV0016523,20240418,PROD023,WH003,1491,1413,197,False
INV0016524,20240418,PROD037,WH003,690,284,165,False
INV0016525,20240418,PROD087,WH003,1073,704,216,False
INV0016526,20240418,PROD030,WH003,410,287,123,False
INV0016527,20240418,PROD031,WH003,1369,1325,105,False
INV0016528,20240418,PROD081,WH003,774,424,335,False
INV0016529,20240418,PROD032,WH003,309,110,256,True
INV0016530,20240418,PROD028,WH003,52,0,167,True
INV0016531,20240418,PROD090,WH004,198,15,172,True
INV0016532,20240418,PROD040,WH004,998,702,264,False
INV0016533,20240418,PROD023,WH004,1443,1076,190,False
INV0016534,20240418,PROD070,WH004,253,0,236,True
INV0016535,20240418,PROD077,WH004,940,910,141,False
INV0016536,20240418,PROD083,WH004,1389,1054,137,False
INV0016537,20240418,PROD024,WH004,1463,1373,206,False
INV0016538,20240418,PROD042,WH004,1412,1371,144,False
INV0016539,20240418,PROD049,WH004,1135,736,370,False
INV0016540,20240418,PROD033,WH004,1012,614,368,False
INV0016541,20240418,PROD068,WH005,1026,567,311,False
INV0016542,20240418,PROD013,WH005,93,49,217,True
INV0016543,20240418,PROD064,WH005,1136,980,322,False
INV0016544,20240418,PROD032,WH005,774,587,381,False
INV0016545,20240418,PROD021,WH005,1193,932,199,False
INV0016546,20240418,PROD034,WH005,974,686,220,False
INV0016547,20240418,PROD030,WH005,62,0,329,True
INV0016548,20240418,PROD053,WH005,82,0,215,True
INV0016549,20240418,PROD067,WH005,1354,890,356,False
INV0016550,20240418,PROD060,WH005,488,52,277,True
INV0016551,20240418,PROD013,WH006,878,388,219,False
