shipment_id,order_id,carrier,shipping_method,shipping_cost,delay_days,delay_reason
SHP011992,ORD011992,DHL,Standard,6.09,0,No Delay
SHP011993,ORD011993,USPS,Expedited,24.16,0,No Delay
SHP011994,ORD011994,USPS,Standard,21.63,3,Carrier Delay
SHP011995,ORD011995,Regional Carrier,Standard,15.66,0,No Delay
SHP011996,ORD011996,Regional Carrier,Standard,13.91,0,No Delay
SHP011997,ORD011997,UPS,Expedited,28.71,0,No Delay
SHP011998,ORD011998,Regional Carrier,Standard,6.33,0,No Delay
SHP011999,ORD011999,USPS,Standard,13.47,0,No Delay
SHP012000,ORD012000,DHL,Standard,12.21,0,No Delay
SHP012001,ORD012001,USPS,Standard,16.43,0,No Delay
SHP012002,ORD012002,UPS,Standard,6.52,0,No Delay
SHP012004,ORD012004,DHL,Expedited,22.51,0,No Delay
SHP012005,ORD012005,DHL,Standard,26.83,6,Supplier Delay
SHP012006,ORD012006,USPS,Expedited,33.18,5,Supplier Delay
SHP012007,ORD012007,Regional Carrier,Standard,13.08,0,No Delay
SHP012008,ORD012008,FedEx,Standard,14.72,0,No Delay
SHP012009,ORD012009,Regional Carrier,Standard,6.77,0,No Delay
SHP012010,ORD012010,UPS,Priority,37.8,0,No Delay
SHP012011,ORD012011,UPS,Standard,15.2,0,No Delay
SHP012012,ORD012012,UPS,Standard,13.96,4,System Issue
SHP012013,ORD012013,FedEx,Standard,12.15,0,No Delay
SHP012014,ORD012014,Regional Carrier,Priority,28.67,0,No Delay
SHP012015,ORD012015,FedEx,Standard,10.36,0,No Delay
SHP012016,ORD012016,FedEx,Standard,15.61,0,No Delay
SHP012017,ORD012017,DHL,Expedited,27.71,0,No Delay
SHP012018,ORD012018,UPS,Standard,10.64,0,No Delay
SHP012019,ORD012019,USPS,Standard,8.58,0,No Delay
SHP012020,ORD012020,Regional Carrier,Expedited,28.04,0,No Delay
SHP012021,ORD012021,USPS,Expedited,17.64,0,No Delay
SHP012022,ORD012022,DHL,Standard,15.7,0,No Delay
SHP012023,ORD012023,DHL,Expedited,16.69,0,No Delay
SHP012024,ORD012024,FedEx,Standard,19.93,5,Labor Constraint
SHP012025,ORD012025,FedEx,Standard,9.37,0,No Delay
SHP012026,ORD012026,USPS,Expedited,22.05,0,No Delay
SHP012027,ORD012027,USPS,Priority,34.52,0,No Delay
SHP012028,ORD012028,FedEx,Expedited,20.09,0,No Delay
SHP012029,ORD012029,FedEx,Standard,14.62,0,No Delay
SHP012030,ORD012030,Regional Carrier,Expedited,19.06,0,No Delay
SHP012031,ORD012031,USPS,Standard,13.01,0,No Delay
SHP012032,ORD012032,Regional Carrier,Standard,9.94,0,No Delay
SHP012033,ORD012033,USPS,Priority,29.89,0,No Delay
SHP012034,ORD012034,USPS,Standard,7.56,0,No Delay
SHP012035,ORD012035,DHL,Standard,19.53,5,Supplier Delay
SHP012036,ORD012036,DHL,Standard,14.96,3,System Issue
SHP012037,ORD012037,DHL,Expedited,35.25,7,Carrier Delay
SHP012038,ORD012038,USPS,Standard,11.5,0,No Delay
SHP012039,ORD012039,USPS,Priority,29.76,0,No Delay
SHP012040,ORD012040,UPS,Priority,30.52,0,No Delay
SHP012041,ORD012041,UPS,Standard,7.98,0,No Delay
SHP012042,ORD012042,Regional Carrier,Standard,12.57,0,No Delay
SHP012043,ORD012043,FedEx,Standard,17.57,0,No Delay
SHP012044,ORD012044,FedEx,Priority,47.23,0,No Delay
SHP012045,ORD012045,USPS,Standard,13.35,3,System Issue
SHP012046,ORD012046,USPS,Standard,9.85,0,No Delay
SHP012047,ORD012047,Regional Carrier,Standard,21.35,2,Supplier Delay
SHP012048,ORD012048,Regional Carrier,Standard,8.44,0,No Delay
SHP012049,ORD012049,DHL,Standard,9.69,0,No Delay
SHP012050,ORD012050,DHL,Standard,16.63,0,No Delay
SHP012051,ORD012051,Regional Carrier,Expedited,27.59,5,Supplier Delay
SHP012052,ORD012052,Regional Carrier,Expedited,23.51,0,No Delay
SHP012053,ORD012053,USPS,Standard,10.14,0,No Delay
SHP012054,ORD012054,USPS,Priority,45.05,0,No Delay
SHP012055,ORD012055,DHL,Expedited,44.18,8,Carrier Delay
SHP012056,ORD012056,UPS,Expedited,29.05,0,No Delay
SHP012057,ORD012057,Regional Carrier,Standard,10.74,0,No Delay
SHP012058,ORD012058,UPS,Priority,41.8,0,No Delay
SHP012059,ORD012059,FedEx,Expedited,21.58,0,No Delay
SHP012060,ORD012060,FedEx,Standard,14.0,0,No Delay
SHP012061,ORD012061,Regional Carrier,Standard,10.65,0,No Delay
SHP012062,ORD012062,UPS,Standard,7.98,0,No Delay
SHP012063,ORD012063,USPS,Standard,12.53,0,No Delay
SHP012064,ORD012064,UPS,Standard,15.48,0,No Delay
SHP012065,ORD012065,USPS,Expedited,27.19,0,No Delay
SHP012066,ORD012066,UPS,Standard,14.28,0,No Delay
SHP012067,ORD012067,FedEx,Standard,16.75,0,No Delay
SHP012068,ORD012068,USPS,Standard,12.38,0,No Delay
SHP012069,ORD012069,UPS,Standard,9.02,0,No Delay
SHP012070,ORD012070,FedEx,Expedited,17.06,0,No Delay
SHP012071,ORD012071,USPS,Expedited,31.53,0,No Delay
SHP012072,ORD012072,Regional Carrier,Expedited,32.77,0,No Delay
SHP012073,ORD012073,DHL,Standard,9.43,0,No Delay
SHP012074,ORD012074,DHL,Expedited,28.17,2,Weather
SHP012076,ORD012076,DHL,Standard,18.27,2,Carrier Delay
SHP012077,ORD012077,DHL,Expedited,23.83,0,No Delay
SHP012078,ORD012078,Regional Carrier,Standard,10.3,0,No Delay
SHP012079,ORD012079,FedEx,Standard,16.82,0,No Delay
SHP012080,ORD012080,UPS,Standard,13.79,0,No Delay
SHP012081,ORD012081,DHL,Priority,30.2,0,No Delay
SHP012082,ORD012082,Regional Carrier,Standard,13.33,0,No Delay
SHP012083,ORD012083,UPS,Priority,40.42,0,No Delay
SHP012084,ORD012084,FedEx,Standard,12.31,0,No Delay
SHP012085,ORD012085,UPS,Expedited,25.75,0,No Delay
SHP012086,ORD012086,UPS,Expedited,24.03,0,No Delay
SHP012087,ORD012087,UPS,Expedited,29.56,0,No Delay
SHP012088,ORD012088,UPS,Standard,14.6,0,No Delay
SHP012089,ORD012089,UPS,Standard,31.55,8,Labor Constraint
SHP012090,ORD012090,USPS,Standard,13.75,0,No Delay
SHP012091,ORD012091,Regional Carrier,Standard,8.99,0,No Delay
SHP012092,ORD012092,UPS,Standard,7.08,0,No Delay
SHP012093,ORD012093,Regional Carrier,Expedited,24.98,0,No Delay
SHP012094,ORD012094,DHL,Priority,43.52,0,No Delay
SHP012095,ORD012095,UPS,Standard,10.56,1,Supplier Delay
SHP012096,ORD012096,DHL,Priority,37.46,0,No Delay
SHP012097,ORD012097,UPS,Standard,17.0,0,No Delay
SHP012098,ORD012098,DHL,Standard,8.44,0,No Delay
SHP012099,ORD012099,DHL,Standard,6.2,0,No Delay
SHP012100,ORD012100,DHL,Expedited,38.88,6,Labor Constraint
SHP012101,ORD012101,FedEx,Priority,42.13,0,No Delay
SHP012102,ORD012102,UPS,Standard,8.62,0,No Delay
SHP012103,ORD012103,USPS,Standard,13.7,0,No Delay
SHP012104,ORD012104,DHL,Expedited,29.61,0,No Delay
SHP012105,ORD012105,Regional Carrier,Standard,13.2,0,No Delay
SHP012106,ORD012106,USPS,Standard,26.51,7,Supplier Delay
SHP012107,ORD012107,FedEx,Standard,11.28,0,No Delay
SHP012108,ORD012108,Regional Carrier,Standard,13.2,0,No Delay
SHP012109,ORD012109,FedEx,Standard,11.17,0,No Delay
SHP012110,ORD012110,USPS,Expedited,17.67,0,No Delay
SHP012111,ORD012111,FedEx,Standard,11.71,3,Supplier Delay
SHP012112,ORD012112,UPS,Standard,6.59,0,No Delay
SHP012113,ORD012113,USPS,Standard,16.56,0,No Delay
SHP012114,ORD012114,USPS,Standard,16.59,0,No Delay
SHP012115,ORD012115,DHL,Priority,40.76,0,No Delay
SHP012116,ORD012116,FedEx,Standard,16.69,0,No Delay
SHP012117,ORD012117,FedEx,Expedited,33.45,0,No Delay
SHP012118,ORD012118,UPS,Priority,49.41,0,No Delay
SHP012119,ORD012119,USPS,Expedited,33.08,0,No Delay
SHP012120,ORD012120,FedEx,Standard,25.15,8,Supplier Delay
SHP012121,ORD012121,FedEx,Standard,7.18,0,No Delay
SHP012122,ORD012122,UPS,Standard,16.56,0,No Delay
SHP012123,ORD012123,FedEx,Standard,7.92,0,No Delay
SHP012124,ORD012124,DHL,Standard,6.02,0,No Delay
SHP012125,ORD012125,DHL,Standard,12.47,0,No Delay
SHP012126,ORD012126,Regional Carrier,Expedited,15.59,0,No Delay
SHP012127,ORD012127,DHL,Standard,10.55,0,No Delay
SHP012128,ORD012128,FedEx,Standard,16.09,0,No Delay
SHP012129,ORD012129,DHL,Priority,48.49,0,No Delay
SHP012130,ORD012130,DHL,Standard,7.33,0,No Delay
SHP012131,ORD012131,DHL,Standard,10.44,0,No Delay
SHP012132,ORD012132,Regional Carrier,Standard,16.14,0,No Delay
SHP012133,ORD012133,FedEx,Standard,12.74,0,No Delay
SHP012134,ORD012134,Regional Carrier,Expedited,47.83,8,System Issue
SHP012135,ORD012135,DHL,Standard,13.64,0,No Delay
SHP012136,ORD012136,USPS,Expedited,25.35,0,No Delay
SHP012137,ORD012137,DHL,Standard,16.75,5,Labor Constraint
SHP012138,ORD012138,FedEx,Expedited,21.3,0,No Delay
SHP012139,ORD012139,USPS,Expedited,18.62,0,No Delay
SHP012140,ORD012140,USPS,Priority,45.84,0,No Delay
SHP012141,ORD012141,Regional Carrier,Expedited,28.07,0,No Delay
SHP012142,ORD012142,Regional Carrier,Standard,14.63,0,No Delay
SHP012143,ORD012143,DHL,Expedited,18.75,0,No Delay
SHP012144,ORD012144,Regional Carrier,Standard,12.72,0,No Delay
SHP012145,ORD012145,DHL,Expedited,15.2,0,No Delay
SHP012146,ORD012146,USPS,Standard,13.03,0,No Delay
SHP012147,ORD012147,FedEx,Standard,13.44,0,No Delay
SHP012148,ORD012148,Regional Carrier,Priority,31.67,0,No Delay
SHP012149,ORD012149,USPS,Standard,8.63,0,No Delay
SHP012150,ORD012150,FedEx,Standard,13.58,0,No Delay
SHP012151,ORD012151,USPS,Standard,12.88,0,No Delay
SHP012152,ORD012152,DHL,Standard,12.47,0,No Delay
SHP012153,ORD012153,USPS,Priority,51.74,0,No Delay
SHP012154,ORD012154,Regional Carrier,Standard,9.84,0,No Delay
SHP012155,ORD012155,UPS,Priority,49.23,0,No Delay
SHP012156,ORD012156,USPS,Standard,15.37,0,No Delay
SHP012157,ORD012157,FedEx,Standard,13.33,0,No Delay
SHP012158,ORD012158,UPS,Standard,13.49,0,No Delay
SHP012159,ORD012159,FedEx,Standard,12.19,0,No Delay
SHP012160,ORD012160,Regional Carrier,Standard,12.14,0,No Delay
SHP012161,ORD012161,DHL,Standard,6.32,0,No Delay
SHP012162,ORD012162,DHL,Standard,6.6,0,No Delay
SHP012163,ORD012163,Regional Carrier,Standard,7.49,0,No Delay
SHP012164,ORD012164,FedEx,Standard,7.29,0,No Delay
SHP012165,ORD012165,Regional Carrier,Standard,8.11,0,No Delay
SHP012166,ORD012166,USPS,Standard,14.45,0,No Delay
SHP012167,ORD012167,USPS,Standard,16.84,0,No Delay
SHP012168,ORD012168,FedEx,Standard,16.63,0,No Delay
SHP012169,ORD012169,Regional Carrier,Standard,12.45,0,No Delay
SHP012170,ORD012170,DHL,Priority,43.19,0,No Delay
SHP012171,ORD012171,FedEx,Standard,6.67,0,No Delay
SHP012172,ORD012172,Regional Carrier,Priority,52.45,0,No Delay
SHP012173,ORD012173,UPS,Expedited,15.04,0,No Delay
SHP012174,ORD012174,USPS,Expedited,20.76,0,No Delay
SHP012175,ORD012175,UPS,Standard,6.91,0,No Delay
SHP012176,ORD012176,USPS,Standard,11.02,0,No Delay
SHP012177,ORD012177,USPS,Standard,15.76,0,No Delay
SHP012178,ORD012178,UPS,Expedited,42.44,6,Supplier Delay
SHP012179,ORD012179,UPS,Standard,15.54,0,No Delay
SHP012180,ORD012180,DHL,Priority,31.13,0,No Delay
SHP012181,ORD012181,USPS,Expedited,33.58,0,No Delay
SHP012182,ORD012182,Regional Carrier,Standard,16.87,0,No Delay
SHP012183,ORD012183,Regional Carrier,Standard,13.23,0,No Delay
SHP012184,ORD012184,UPS,Standard,14.93,0,No Delay
SHP012185,ORD012185,Regional Carrier,Standard,6.07,0,No Delay
SHP012186,ORD012186,UPS,Standard,6.63,0,No Delay
SHP012187,ORD012187,DHL,Priority,53.17,4,Labor Constraint
SHP012188,ORD012188,DHL,Standard,13.85,0,No Delay
SHP012189,ORD012189,UPS,Standard,18.42,7,Carrier Delay
SHP012190,ORD012190,DHL,Priority,25.59,0,No Delay
SHP012191,ORD012191,USPS,Standard,10.87,0,No Delay
SHP012192,ORD012192,DHL,Standard,15.75,0,No Delay
SHP012193,ORD012193,DHL,Standard,6.31,0,No Delay
SHP012194,ORD012194,USPS,Priority,40.4,0,No Delay
SHP012195,ORD012195,DHL,Expedited,19.44,0,No Delay
SHP012196,ORD012196,Regional Carrier,Standard,16.63,0,No Delay
SHP012197,ORD012197,USPS,Standard,13.8,0,No Delay
SHP012198,ORD012198,Regional Carrier,Standard,21.46,2,Supplier Delay
SHP012199,ORD012199,DHL,Standard,8.2,0,No Delay
SHP012200,ORD012200,Regional Carrier,Expedited,23.02,0,No Delay
SHP012201,ORD012201,Regional Carrier,Standard,12.6,0,No Delay
SHP012202,ORD012202,DHL,Expedited,26.21,0,No Delay
SHP012203,ORD012203,UPS,Standard,15.28,0,No Delay
SHP012204,ORD012204,USPS,Expedited,32.99,0,No Delay
SHP012205,ORD012205,Regional Carrier,Standard,12.06,0,No Delay
SHP012206,ORD012206,USPS,Standard,17.23,0,No Delay
SHP012207,ORD012207,UPS,Expedited,19.06,0,No Delay
SHP012208,ORD012208,Regional Carrier,Expedited,23.78,0,No Delay
SHP012209,ORD012209,UPS,Expedited,32.3,0,No Delay
SHP012210,ORD012210,USPS,Priority,34.39,0,No Delay
SHP012211,ORD012211,Regional Carrier,Standard,17.06,0,No Delay
SHP012212,ORD012212,USPS,Standard,8.94,0,No Delay
SHP012213,ORD012213,USPS,Standard,10.48,0,No Delay
SHP012214,ORD012214,Regional Carrier,Expedited,36.26,3,Weather
SHP012215,ORD012215,Regional Carrier,Expedited,25.51,0,No Delay
SHP012216,ORD012216,UPS,Expedited,34.12,0,No Delay
SHP012217,ORD012217,DHL,Standard,14.92,0,No Delay
SHP012218,ORD012218,DHL,Standard,9.78,0,No Delay
SHP012219,ORD012219,UPS,Standard,8.87,0,No Delay
SHP012220,ORD012220,Regional Carrier,Standard,17.51,0,No Delay
SHP012221,ORD012221,DHL,Standard,8.52,1,Carrier Delay
SHP012222,ORD012222,USPS,Priority,30.21,0,No Delay
SHP012223,ORD012223,USPS,Standard,17.55,0,No Delay
SHP012224,ORD012224,UPS,Standard,8.34,0,No Delay
SHP012225,ORD012225,DHL,Standard,11.36,0,No Delay
SHP012226,ORD012226,FedEx,Standard,13.38,0,No Delay
SHP012227,ORD012227,FedEx,Standard,6.39,0,No Delay
SHP012228,ORD012228,Regional Carrier,Expedited,24.58,0,No Delay
SHP012229,ORD012229,DHL,Standard,14.66,0,No Delay
SHP012230,ORD012230,USPS,Priority,40.13,0,No Delay
SHP012232,ORD012232,DHL,Standard,15.32,0,No Delay
SHP012233,ORD012233,DHL,Standard,6.69,0,No Delay
SHP012234,ORD012234,UPS,Standard,17.99,0,No Delay
SHP012235,ORD012235,DHL,Priority,38.16,0,No Delay
SHP012236,ORD012236,USPS,Expedited,33.07,0,No Delay
SHP012237,ORD012237,UPS,Standard,16.98,0,No Delay
SHP012238,ORD012238,FedEx,Priority,42.3,8,Supplier Delay
SHP012239,ORD012239,DHL,Expedited,25.91,0,No Delay
SHP012240,ORD012240,FedEx,Expedited,34.93,0,No Delay
SHP012241,ORD012241,USPS,Expedited,32.74,0,No Delay
SHP012242,ORD012242,DHL,Priority,28.35,0,No Delay
SHP012243,ORD012243,Regional Carrier,Standard,8.92,0,No Delay
SHP012244,ORD012244,USPS,Standard,7.11,0,No Delay
SHP012245,ORD012245,USPS,Expedited,34.89,0,No Delay
SHP012246,ORD012246,UPS,Standard,9.48,0,No Delay
SHP012247,ORD012247,DHL,Standard,16.65,0,No Delay
SHP012248,ORD012248,USPS,Standard,11.24,0,No Delay
SHP012249,ORD012249,USPS,Priority,54.66,0,No Delay
SHP012250,ORD012250,FedEx,Expedited,30.98,4,System Issue
SHP012251,ORD012251,Regional Carrier,Standard,24.85,8,Weather
SHP012252,ORD012252,FedEx,Expedited,22.15,0,No Delay
SHP012253,ORD012253,UPS,Priority,45.02,0,No Delay
SHP012254,ORD012254,Regional Carrier,Standard,8.24,0,No Delay
SHP012255,ORD012255,Regional Carrier,Standard,8.55,0,No Delay
SHP012256,ORD012256,Regional Carrier,Expedited,34.41,0,No Delay
SHP012257,ORD012257,USPS,Standard,16.3,0,No Delay
SHP012258,ORD012258,Regional Carrier,Standard,12.81,0,No Delay
SHP012260,ORD012260,USPS,Standard,17.66,0,No Delay
SHP012261,ORD012261,DHL,Standard,12.22,0,No Delay
SHP012262,ORD012262,DHL,Standard,10.56,0,No Delay
SHP012263,ORD012263,USPS,Standard,13.71,0,No Delay
SHP012264,ORD012264,UPS,Standard,7.64,0,No Delay
SHP012265,ORD012265,Regional Carrier,Expedited,17.06,0,No Delay
SHP012266,ORD012266,FedEx,Expedited,18.71,0,No Delay
SHP012267,ORD012267,DHL,Expedited,32.81,0,No Delay
SHP012268,ORD012268,USPS,Standard,18.32,7,Inventory Shortage
SHP012269,ORD012269,DHL,Standard,9.44,0,No Delay
SHP012270,ORD012270,FedEx,Expedited,33.29,4,Supplier Delay
SHP012271,ORD012271,FedEx,Expedited,36.1,2,Inventory Shortage
SHP012272,ORD012272,DHL,Standard,8.3,0,No Delay
SHP012273,ORD012273,Regional Carrier,Expedited,31.08,0,No Delay
SHP012274,ORD012274,DHL,Standard,8.5,0,No Delay
SHP012275,ORD012275,DHL,Expedited,27.48,0,No Delay
SHP012276,ORD012276,DHL,Expedited,24.88,0,No Delay
SHP012277,ORD012277,Regional Carrier,Standard,7.53,0,No Delay
SHP012278,ORD012278,Regional Carrier,Standard,11.83,0,No Delay
SHP012279,ORD012279,UPS,Standard,6.06,0,No Delay
SHP012280,ORD012280,FedEx,Standard,13.53,0,No Delay
SHP012281,ORD012281,Regional Carrier,Expedited,26.11,0,No Delay
SHP012282,ORD012282,Regional Carrier,Standard,14.82,0,No Delay
SHP012283,ORD012283,USPS,Standard,11.32,0,No Delay
SHP012284,ORD012284,Regional Carrier,Standard,11.58,0,No Delay
SHP012285,ORD012285,UPS,Standard,13.74,0,No Delay
SHP012286,ORD012286,FedEx,Standard,7.71,0,No Delay
SHP012287,ORD012287,UPS,Priority,53.41,0,No Delay
SHP012288,ORD012288,FedEx,Standard,12.57,0,No Delay
SHP012289,ORD012289,FedEx,Standard,19.7,4,System Issue
SHP012290,ORD012290,DHL,Expedited,18.56,0,No Delay
SHP012291,ORD012291,USPS,Expedited,23.42,0,No Delay
SHP012292,ORD012292,DHL,Standard,16.49,0,No Delay
SHP012293,ORD012293,USPS,Standard,16.02,0,No Delay
SHP012294,ORD012294,USPS,Expedited,34.98,0,No Delay
SHP012295,ORD012295,USPS,Standard,16.7,0,No Delay
SHP012296,ORD012296,USPS,Standard,31.88,8,Labor Constraint
SHP012297,ORD012297,FedEx,Standard,14.58,0,No Delay
SHP012299,ORD012299,USPS,Standard,15.67,0,No Delay
SHP012300,ORD012300,Regional Carrier,Standard,10.58,0,No Delay
SHP012301,ORD012301,USPS,Standard,9.15,0,No Delay
SHP012302,ORD012302,FedEx,Standard,11.35,0,No Delay
SHP012303,ORD012303,USPS,Standard,7.99,0,No Delay
SHP012304,ORD012304,FedEx,Standard,11.84,0,No Delay
SHP012305,ORD012305,FedEx,Priority,52.51,6,Labor Constraint
SHP012306,ORD012306,FedEx,Expedited,15.93,0,No Delay
SHP012307,ORD012307,Regional Carrier,Standard,16.79,6,System Issue
SHP012308,ORD012308,FedEx,Standard,16.55,0,No Delay
SHP012309,ORD012309,UPS,Standard,22.92,7,Carrier Delay
SHP012310,ORD012310,UPS,Standard,12.58,0,No Delay
SHP012311,ORD012311,DHL,Standard,8.97,0,No Delay
SHP012312,ORD012312,Regional Carrier,Standard,6.86,0,No Delay
SHP012313,ORD012313,USPS,Expedited,21.8,0,No Delay
SHP012314,ORD012314,UPS,Standard,17.81,0,No Delay
SHP012315,ORD012315,USPS,Standard,9.17,0,No Delay
SHP012316,ORD012316,USPS,Priority,49.95,0,No Delay
SHP012317,ORD012317,Regional Carrier,Expedited,27.58,0,No Delay
SHP012318,ORD012318,USPS,Priority,34.22,0,No Delay
SHP012319,ORD012319,DHL,Standard,8.65,0,No Delay
SHP012320,ORD012320,DHL,Expedited,28.87,0,No Delay
SHP012321,ORD012321,DHL,Standard,18.33,3,Supplier Delay
SHP012322,ORD012322,USPS,Standard,12.99,0,No Delay
SHP012323,ORD012323,USPS,Standard,11.73,0,No Delay
SHP012324,ORD012324,FedEx,Standard,16.52,0,No Delay
SHP012325,ORD012325,FedEx,Expedited,22.12,0,No Delay
SHP012326,ORD012326,Regional Carrier,Standard,8.98,0,No Delay
SHP012327,ORD012327,UPS,Standard,8.36,0,No Delay
SHP012328,ORD012328,UPS,Expedited,37.72,6,Weather
SHP012329,ORD012329,UPS,Standard,10.8,0,No Delay
SHP012330,ORD012330,DHL,Priority,53.72,0,No Delay
SHP012331,ORD012331,Regional Carrier,Standard,7.61,0,No Delay
SHP012332,ORD012332,FedEx,Standard,17.85,2,Supplier Delay
SHP012333,ORD012333,DHL,Expedited,18.91,0,No Delay
SHP012334,ORD012334,UPS,Expedited,16.12,0,No Delay
SHP012335,ORD012335,DHL,Expedited,26.93,0,No Delay
SHP012336,ORD012336,FedEx,Standard,8.87,0,No Delay
SHP012337,ORD012337,USPS,Expedited,28.1,0,No Delay
SHP012338,ORD012338,UPS,Standard,13.89,0,No Delay
SHP012339,ORD012339,DHL,Standard,15.19,5,Supplier Delay
SHP012340,ORD012340,UPS,Standard,17.22,0,No Delay
SHP012341,ORD012341,DHL,Expedited,41.03,7,Labor Constraint
SHP012342,ORD012342,USPS,Expedited,34.17,0,No Delay
SHP012343,ORD012343,USPS,Standard,17.39,0,No Delay
SHP012344,ORD012344,DHL,Standard,12.93,0,No Delay
SHP012345,ORD012345,USPS,Expedited,15.03,0,No Delay
SHP012346,ORD012346,UPS,Expedited,18.42,0,No Delay
SHP012347,ORD012347,Regional Carrier,Standard,17.85,0,No Delay
SHP012348,ORD012348,FedEx,Expedited,19.99,0,No Delay
SHP012349,ORD012349,Regional Carrier,Standard,14.66,0,No Delay
SHP012350,ORD012350,FedEx,Standard,8.82,0,No Delay
SHP012352,ORD012352,UPS,Standard,16.71,0,No Delay
SHP012353,ORD012353,FedEx,Expedited,32.13,0,No Delay
SHP012354,ORD012354,UPS,Standard,16.91,0,No Delay
SHP012355,ORD012355,DHL,Expedited,30.86,0,No Delay
SHP012357,ORD012357,DHL,Standard,15.36,0,No Delay
SHP012358,ORD012358,DHL,Expedited,19.63,0,No Delay
SHP012359,ORD012359,USPS,Standard,14.85,0,No Delay
SHP012360,ORD012360,DHL,Standard,7.68,0,No Delay
SHP012361,ORD012361,USPS,Standard,16.8,0,No Delay
SHP012362,ORD012362,DHL,Standard,15.98,0,No Delay
SHP012364,ORD012364,FedEx,Standard,14.87,0,No Delay
SHP012365,ORD012365,UPS,Standard,14.75,0,No Delay
SHP012366,ORD012366,UPS,Priority,31.91,0,No Delay
SHP012367,ORD012367,DHL,Standard,11.4,0,No Delay
SHP012368,ORD012368,Regional Carrier,Standard,12.01,0,No Delay
SHP012369,ORD012369,FedEx,Expedited,22.44,0,No Delay
SHP012370,ORD012370,UPS,Expedited,32.73,3,System Issue
SHP012371,ORD012371,FedEx,Standard,6.17,0,No Delay
SHP012372,ORD012372,UPS,Standard,15.81,0,No Delay
SHP012373,ORD012373,Regional Carrier,Standard,16.22,0,No Delay
SHP012374,ORD012374,USPS,Standard,8.24,0,No Delay
SHP012375,ORD012375,UPS,Expedited,23.53,0,No Delay
SHP012376,ORD012376,DHL,Standard,11.87,3,Labor Constraint
SHP012377,ORD012377,FedEx,Expedited,21.78,0,No Delay
SHP012378,ORD012378,FedEx,Expedited,28.04,0,No Delay
SHP012379,ORD012379,DHL,Standard,9.19,0,No Delay
SHP012380,ORD012380,DHL,Standard,14.73,0,No Delay
SHP012381,ORD012381,UPS,Expedited,21.47,0,No Delay
SHP012382,ORD012382,DHL,Standard,8.74,0,No Delay
SHP012383,ORD012383,UPS,Standard,14.32,0,No Delay
SHP012384,ORD012384,USPS,Standard,9.27,0,No Delay
SHP012385,ORD012385,Regional Carrier,Priority,44.16,0,No Delay
SHP012386,ORD012386,UPS,Standard,14.99,0,No Delay
SHP012387,ORD012387,Regional Carrier,Standard,13.05,0,No Delay
SHP012388,ORD012388,Regional Carrier,Expedited,15.14,0,No Delay
SHP012389,ORD012389,USPS,Expedited,30.62,0,No Delay
SHP012390,ORD012390,FedEx,Standard,19.53,4,Labor Constraint
SHP012391,ORD012391,UPS,Standard,9.3,0,No Delay
SHP012392,ORD012392,UPS,Expedited,19.64,0,No Delay
SHP012393,ORD012393,DHL,Standard,13.73,3,Labor Constraint
SHP012394,ORD012394,USPS,Expedited,27.29,0,No Delay
SHP012396,ORD012396,DHL,Standard,17.26,0,No Delay
SHP012397,ORD012397,FedEx,Standard,10.35,0,No Delay
SHP012398,ORD012398,UPS,Expedited,35.64,2,Weather
SHP012399,ORD012399,FedEx,Expedited,19.79,0,No Delay
SHP012400,ORD012400,FedEx,Standard,13.14,1,System Issue
SHP012401,ORD012401,Regional Carrier,Expedited,25.98,0,No Delay
SHP012402,ORD012402,UPS,Standard,9.08,0,No Delay
SHP012403,ORD012403,USPS,Standard,14.82,2,System Issue
SHP012404,ORD012404,Regional Carrier,Standard,13.72,0,No Delay
SHP012405,ORD012405,UPS,Expedited,25.78,2,Labor Constraint
SHP012406,ORD012406,UPS,Standard,16.12,0,No Delay
SHP012407,ORD012407,UPS,Standard,6.8,0,No Delay
SHP012408,ORD012408,UPS,Standard,7.14,0,No Delay
SHP012409,ORD012409,DHL,Standard,10.23,0,No Delay
SHP012410,ORD012410,DHL,Standard,14.58,3,System Issue
SHP012411,ORD012411,UPS,Standard,12.9,0,No Delay
SHP012412,ORD012412,FedEx,Expedited,38.21,3,Carrier Delay
SHP012413,ORD012413,FedEx,Standard,17.66,0,No Delay
SHP012414,ORD012414,Regional Carrier,Standard,11.77,0,No Delay
SHP012415,ORD012415,FedEx,Priority,50.81,0,No Delay
SHP012416,ORD012416,Regional Carrier,Standard,7.43,0,No Delay
SHP012417,ORD012417,UPS,Priority,47.99,0,No Delay
SHP012418,ORD012418,Regional Carrier,Expedited,17.12,0,No Delay
SHP012419,ORD012419,UPS,Standard,16.42,0,No Delay
SHP012420,ORD012420,Regional Carrier,Standard,10.92,0,No Delay
SHP012421,ORD012421,USPS,Standard,7.41,0,No Delay
SHP012422,ORD012422,FedEx,Expedited,20.38,0,No Delay
SHP012423,ORD012423,DHL,Standard,24.91,6,Carrier Delay
SHP012424,ORD012424,FedEx,Standard,10.99,0,No Delay
SHP012425,ORD012425,Regional Carrier,Standard,16.55,0,No Delay
SHP012426,ORD012426,USPS,Standard,15.8,0,No Delay
SHP012427,ORD012427,FedEx,Standard,18.65,2,Carrier Delay
SHP012428,ORD012428,FedEx,Standard,24.22,5,Carrier Delay
SHP012429,ORD012429,USPS,Expedited,32.16,0,No Delay
